,clean_text,clean_title,label
73,the only clock time in our story when the debt has been high pitched than this was the closing of existence state of war ii.,the only time in our history when the debt has been higher than this was the end of world war ii.,1
74,the cost of wellness worry is now the single-biggest factor force down the union soldier budget deficit.,the cost of health care is now the single-biggest factor driving down the federal budget deficit.,1
75,"during the recession, the consumer in his indigene contrariness has begin to save. the lay aside value is now 6.2 percent.","during the recession, the consumer in his native perversity has begun to save. the savings rate is now 6.2 percent.",1
76,on whether a u.s. supreme homage candidate should be forthcoming at substantiation hearings.,on whether a u.s. supreme court nominee should be forthcoming at confirmation hearings.,0
77,says unrivalled out of three u.s. dispossessed manpower is a veteran.,says one out of three u.s. homeless men is a veteran.,0
78,says charlie crist fend for make out to the medicare reward program.,says charlie crist supports cuts to the medicare advantage program.,0
79,i think it is unaccepted for the chinese now to be larger in hoist great power and in solar impanel and photovoltaic cook up than all of common market frame together -- leave the united states.,i think it is unacceptable for the chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of europe put together -- forget the united states.,1
80,enjoin george c scott brown co-sponsored legislation to let employers refuse cleaning woman coverage for birth control.,says scott brown co-sponsored legislation to let employers deny women coverage for birth control.,1
81,"at some point in time in their lives, 99% of womanhood use nativity control.","at some point in their lives, 99% of women use birth control.",1
82,"in the by 20 years, arab republic of egypt has stool great pace in political and democratic reform.","in the past 20 years, egypt has made great strides in political and democratic reform.",0
83,the amount of money of attending paid this week to chris agatha christie makes the reporting of benghazi ... wan in significance.,the amount of attention paid this week to chris christie makes the coverage of benghazi ... pale in significance.,0
84,says us government rep. steve southerland voted to sustain the closing going.,says u.s. rep. steve southerland voted to keep the shutdown going.,1
85,"in twist commodore perry texas, we import give suck ... from other countries.","in rick perrys texas, we import nurses ... from other countries.",1
86,there is a federal criminal law that read its a crime to enthral plate crossways put forward lines.,there is a federal criminal law that says its a crime to transport dentures across state lines.,1
87,we progress a unexampled prison house every x days between 1990 and 2005 to keep up with our mass imprisonment explosion of unbloody offenders.,we built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.,1
88,"sen. mccain's task plan allow for ""virtually naught to the middle class.""","sen. mccain's tax plan provides ""virtually nothing to the middle class.""",0
89,capital of texas is saddle by the fastest-growing tax increases of any john roy major urban center in the nation.,austin is burdened by the fastest-growing tax increases of any major city in the nation.,0
90,"phoenix, arizona, is the no. deuce kidnap upper case letter of the world.","phoenix, arizona, is the no. 2 kidnapping capital of the world.",0
91,i belong to to the afl-cio.,i belong to the afl-cio.,1
92,the insurance commissioner cant over do squatty about health care.,the insurance commissioner cant do squat about health care.,1
93,enjoin a canvass get hold him the only republican river campaigner who could beat barack obama in texas -- and by octet points.,says a poll found him the only republican candidate who could beat barack obama in texas -- and by eight points.,1
94,"prexy ronald ronald wilson reagan place military personnel into dispute only in one circumstance, which was in grenada we were in a peacekeeping mark in lebanon.","president ronald reagan sent troops into conflict only in one circumstance, which was in grenada we were in a peacekeeping setting in lebanon.",0
95,state david jolly supports privatizing societal security.,says david jolly supports privatizing social security.,0
96,did you eff united states of america universe growth is at its lowest since the nifty depression?,did you know us population growth is at its lowest since the great depression?,1
97,"the fair student in florida, what they really bear out of pocket at our john r major university for tuition is as often or to a lesser extent than what they pass on cellphones.","the average student in florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.",1
98,"since 1968, more american english have perish from gunshot than perish in all the war of this commonwealth history.","since 1968, more americans have died from gunfire than died in all the wars of this countrys history.",1
99,a foreclosure taxation that would accept burden in 2013 could think a gamey taxation government note for those facing foreclosure and  of phratry who modify their mortgage or had a short sales event through their lender.,a foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.,1
100,the sunshine state department of agricultures internet site freshfromflorida.com can be used to pose a permit to carry a adulterate cover gas without ever going away your house.,the florida department of agricultures website freshfromflorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house.,0
101,"the atlanta trolley car is expected to produce 930 caper during construction, summate more than 5,600 caper over the future twenty years.","the atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",0
102,"erect the minimal remuneration to $10.10 an hour, would helper filch over a million americans out of poverty.","raising the minimum wage to $10.10 an hour, would help lift over a million americans out of poverty.",1
103,"enunciate repository of res publica john kerry, when he was a senator, fell to nicaraguan capital and conform to with a communistic dictator there, book of daniel ortega, and accused the president reagan administration of engaging in terrorism.","says secretary of state john kerry, when he was a senator, flew to managua and met with a communist dictator there, daniel ortega, and accused the reagan administration of engaging in terrorism.",1
104,"north atlantic treaty organization is give up a major little terror division. ... im surely im not perish to stimulate mention for it, but that was mostly because of what i was suppose and my literary criticism of nato.","nato is opening up a major terror division. ... im sure im not going to get credit for it, but that was largely because of what i was saying and my criticism of nato.",0
105,sen. obama has forever had a hundred per centum prochoice rating.,sen. obama has always had a 100 percent prochoice rating.,1
106,"since gina raimondo direct office, investing tip on the province pension off portfolio have rifle up from about $12  annually to about $50 million.","since gina raimondo took office, investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million.",1
107,the (federal) debt is get by more than $4 million a day.,the (federal) debt is growing by more than $4 billion a day.,1
108,"under chairman barack obamas line bill, states would no farsighted have to lay off teachers, fire fighter and police force officers.","under president barack obamas jobs bill, states would no longer have to lay off teachers, firefighters and police officers.",1
109,"of our 98,000 instructor who are k-12, over 53,000 of those instructor now are over fifty twelvemonth old.","of our 98,000 teachers who are k-12, over 53,000 of those teachers today are over 50 years old.",0
110,two-thirds of wisconsinite receiving unemployment checks are not postulate to search for bring ascribable to flow bring search exemptions.,two-thirds of wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.,1
111,"under prexy obamas health-care reforms, the agio for an middling programme for a household didnt lead down by $2,500 per year, its blend up about $2,500 per year.","under president obamas health-care reforms, the premium for an average plan for a family didnt go down by $2,500 per year, its gone up about $2,500 per year.",1
112,"the internal revenue service likewise investigated free groups, chemical group that had liberalist in their name. ... the internal revenue service was basically expect at everybody.","the irs also investigated liberal groups, groups that had progressive in their name. ... the irs was basically looking at everybody.",1
113,enjoin obama foretell unemployment would never locomote above 8 percent.,says obama promised unemployment would never go above 8 percent.,0
114,the economy is create line of work at the degenerate pace since 1999.,the economy is creating jobs at the fastest pace since 1999.,1
115,united states president obama resolve not to fulfil with prime minister benjamin netanyahu in newfangled york.,president obama decided not to meet with prime minister benjamin netanyahu in new york.,1
116,"in a legal age of states, you can now get hitched with freely, but can tranquil be elicit for who you love.","in a majority of states, you can now marry freely, but can still be fired for who you love.",1
117,articulate oregon reps. st peter defazio and earl blumenauer are socialist who are openly function in the us government congress.,say oregon reps. peter defazio and earl blumenauer are socialists who are openly serving in the u.s. congress.,0
118,"rudy giuliani is ""probably the most underqualified world since george ii george w bush to search the presidency.""","rudy giuliani is ""probably the most underqualified man since george bush to seek the presidency.""",0
119,"about one half of the chairwoman have been governors; one half of them, senators.","about half of the presidents have been governors; half of them, senators.",0
120,"after uk voter turnout to farewell the european union, within  hours, americans lost $100  from our 401(k)s.","after britains vote to leave the european union, within 24 hours, americans lost $100 billion from our 401(k)s.",1
121,"medicaid pass declined by 1.9 per centum in 2012, the secondment such decline in xlvii years.","medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years.",1
122,suppose eighty eight texas constables have go in the line of duty.,says 88 texas constables have died in the line of duty.,1
123,"gov. rick sir walter scott cut the be of prepaid college tuition by almost $20,000.","gov. rick scott cut the cost of prepaid college tuition by nearly $20,000.",1
124,"the urban center of cristobal colon would lay aside $41 billion a year if employee had to lend to their own, guaranteed-check pensions.","the city of columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.",1
125,"as florida's cfo, i keep out down krakow's rook and refund more than $1.2 billion to josephine and other victim of this learn man.","as florida's cfo, i shut down krakow's scam and refunded more than $1.2 million to josephine and other victims of this con man.",1
126,you had more women mother data processor scientific discipline arcdegree in the eighty by a broker of 2-plus than you do now.,you had more women getting computer sciences degrees in the 80s by a factor of 2-plus than you do now.,1
127,the air ram wants taxpayer to monetary fund a fantasy football league.,the air force wants taxpayers to fund a fantasy football league.,0
128,barack hussein obama will ... force courts to take on islamic shariah constabulary in domesticated disputes.,barack hussein obama will ... force courts to accept islamic sharia law in domestic disputes.,0
129,about 3 per centum of murders and law breaking are institutionalise with accelerator from people who actually (legally) leverage those guns.,about 3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.,1
130,some neighborhood educate are closing.,some neighborhood schools are closing.,1
131,he told festive organizers in old colony he would be a stronger counselor at law for exceptional right hand than even ted kennedy.,he told gay organizers in massachusetts he would be a stronger advocate for special rights than even ted kennedy.,1
132,"the yr that i was speaker, the florida house consistently provide lean budget than the regulator offered.","the years that i was speaker, the florida house consistently offered leaner budgets than the governor offered.",1
133,"we are already almost middle to our 2010 goal of create 700,000 young problem in septet years.","we are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.",0
134,read the u.s. sovereign court found that social security system is not guaranteed.,says the u.s. supreme court found that social security is not guaranteed.,1
135,saysmichael geum virginianum need to secretive guantanamo true laurel prisonand bring terrorists right here to colorado.,saysmichael bennet wants to close guantanamo bay prisonand bring terrorists right here to colorado.,0
136,oregonians have an beat no-cost right smart to fight abortion with free political donation,oregonians have an amazing no-cost way to fight abortion with free political donations,1
137,"the chief executive read atomic number  going away to bring in 250,000 (syrian and iraqi) refugees into this country.","the president said hes going to bring in 250,000 (syrian and iraqi) refugees into this country.",0
138,"research record that a brobdingnagian majority of arrive immigrant now come here because they consider that government activity is the seed of prosperity, and thats what they support.","research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.",0
139,newt gingrichs in migration design extend a new doorway to amnesty.,newt gingrichs immigration plan offers a new doorway to amnesty.,1
140,mr caprio is a calling political leader who has never operate in the private sector.,mr. caprio is a career politician who has never worked in the private sector.,0
141,"in rhode island, ix pct of workers use the states impermanent disability policy course of study each class while in unexampled jersey, the rate is only 3 percent.","in rhode island, 9 percent of workers use the states temporary disability insurance program each year while in new jersey, the rate is only 3 percent.",0
142,"in just 17 years, expenditure for sociable security, federal official wellness deal and interest on the debt will exceed all revenue enhancement revenue!","in just 17 years, spending for social security, federal health care and interest on the debt will exceed all tax revenue!",1
143,united states president obama took more money from paries street in the 2008 press than anybody of all time had.,president obama took more money from wall street in the 2008 campaign than anybody ever had.,1
144,donald trumpet has aforementioned nuclear proliferation is ok.,donald trump has said nuclear proliferation is ok.,1
145,"edmund hillary clinton has take in over $800,000 from lobbyists.","hillary clinton has taken over $800,000 from lobbyists.",1
146,barack obama has never still ferment in business.,barack obama has never even worked in business.,0
147,read the arizona in migration law expressly bans racial profiling.,says the arizona immigration law expressly bans racial profiling.,1
148,state gov. haystack commodore perry has been begging for the federal government to send the glide defend to police two lake on the u.s.-mexico border.,says gov. rick perry has been begging for the federal government to send the coast guard to patrol two lakes on the u.s.-mexico border.,0
149,"on the va: over 300,000 oldtimer have buy the farm hold off for care.","on the va: over 300,000 veterans have died waiting for care.",0
150,were now drop 42 per centum of our saving on government.,were now spending 42 percent of our economy on government.,1
151,surcharge cornilles supports privatizing medicare.,rob cornilles supports privatizing medicare.,0
152,"in 2005, dan separate tried to thrive third-trimester miscarriage in texas.","in 2005, dan branch tried to expand third-trimester abortions in texas.",0
153,we (democrats) have nominate stabilize progress creating jobs and up our schools.,we (democrats) have made steady progress creating jobs and improving our schools.,1
154,great lakes state and massachuset raised their feeding bottle deposit and could no yearner give the program because the buyback were so high there was no lucre in there.,michigan and massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there.,0
155,"whether you similar to take on it or not, half our cosmopolitan taxation goes to education.","whether you like to admit it or not, half our general revenue goes to education.",1
156,im the only one world health organization fought against developer enfeeble the everglades!,im the only one whos fought against developers draining the everglades!,0
157,says ron johnson calls social security measures a ponzi dodge and desire to privatise the program.,says ron johnson calls social security a ponzi scheme and wants to privatize the program.,1
158,"there are 31 other land and 10,000 other city that have the same case of policies that we just passed, advert to northwards carolina menage bank note 2.","there are 31 other states and 10,000 other cities that have the same type of policies that we just passed, referring to north carolinas house bill 2.",1
159,mood interchange is like a shot related to the growth of terrorism.,climate change is directly related to the growth of terrorism.,0
160,the subcontract peak includes chairperson obamas tax on soup kitchens,the jobs bill includes president obamas tax on soup kitchens,0
161,read the obama administration fagged taxpayer dollars on galvanizing railway car in finland (and) windmills in china.,says the obama administration spent taxpayer dollars on electric cars in finland (and) windmills in china.,0
162,while sarah was city manager of wasilla she taste to fire our highly respect city bibliothec because the bibliothec resist to weigh off from the subroutine library some books that sarah treasured removed.,while sarah was mayor of wasilla she tried to fire our highly respected city librarian because the librarian refused to consider removing from the library some books that sarah wanted removed.,1
163,"if milwaukee approves cut its uttermost forfeit for ganja possession to $50, the city would have  different bike misdemeanour that have a higher forfeiture.","if milwaukee approves reducing its maximum forfeiture for marijuana possession to $50, the city would have 23 different bicycle violations that have a higher forfeiture.",1
164,we have more illegal immigrant here than we did basketball team year ago.,we have more illegal immigrants here than we did five years ago.,0
165,read rick perry wrote a varsity letter supporting hillarycare.,says rick perry wrote a letter supporting hillarycare.,0
166,the u.s. patent and stylemark government agency received null charge about the washington redskins name.,the u.s. patent and trademark office received zero complaints about the washington redskins name.,0
167,"the presidents wellness fear proposals will causal agent most americans to have their exchange premium increased, not decreased, and one c of millions of the great unwashed recede their current indemnity coverage.","the presidents health care proposals will cause most americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.",0
168,(mexican immigrants) are more law abiding than america citizen and that is a statistic.,(mexican immigrants) are more law-abiding than u.s. citizens and that is a statistic.,1
169,says chris dame agatha mary clarissa christie interdict a jobs computer software of 30 bills.,says chris christie vetoed a jobs package of 30 bills.,1
170,there are already more american english task in the solar diligence than in char mining.,there are already more american jobs in the solar industry than in coal mining.,1
171,say prairie state gubernatorial prospect bill diamond jim first priority after get ahead the elemental was to sponsor a bill that would mass-euthanize shelter dogs and arabian tea in gas chambers.,says illinois gubernatorial candidate bill bradys first priority after winning the primary was to sponsor a bill that would mass-euthanize sheltered dogs and cats in gas chambers.,1
172,barack obama is in an thriftiness thats only worse since helium been chairperson of the merge states.,barack obama is in an economy thats only worsened since hes been president of the united states.,1
173,"romney bomb to return military action against ""sanctuary cities"" in massachusetts.","romney failed to take action against ""sanctuary cities"" in massachusetts.",1
174,"says modern t shirt is down near 200,000 speculate from its pre-recession bloom and with gov. chris agatha christie modern t shirt has go after the rest of us when it add up to unemployment for 12 successive months.","says new jersey is down nearly 200,000 jobs from its pre-recession peak and with gov. chris christie new jersey has trailed the rest of america when it comes to unemployment for 12 consecutive months.",1
175,says seth thomas eric isadora duncan came into the united states with an elevate temperature.,says thomas eric duncan came into the united states with an elevated temperature.,0
176,we have been in islamic state of afghanistan tenacious now than we have been in any strange land conduct a state of war in our res publica history.,we have been in afghanistan longer now than we have been in any foreign land conducting a war in our nations history.,1
177,swash mary leontyne price have gone up $2 since obama exact office.,gas prices have gone up $2 since obama took office.,1
178,webster shop at a bill to produce a form of marriage that would pin down womanhood in opprobrious relationships.,webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,1
179,says approximate cause upright benefits at a lower price than everybody else in the state.,says judges get better benefits at a lower cost than everybody else in the state.,1
180,there are a batch of casino across the country that have run low bankrupt.,there are a lot of casinos across the country that have gone bankrupt.,1
181,pocket sized line of work create 70 percent of the occupation in america.,small businesses create 70 percent of the jobs in america.,1
182,"seniors with insurance coverage under medicare vantage will establish up ""more than their share"" because of health handle see the light","seniors with coverage under medicare advantage will give up ""more than their share"" because of health care reform",1
183,"over 12,000 educate thomas kid were nail in florida. it realise florida the carry nation leader in that area.","over 12,000 school kids were arrested in florida. it makes florida the nations leader in that area.",1
184,if tx were a body politic our economic system would rank # 10...in the world.,if texas were a country our economy would rank # 10...in the world.,1
185,there are more oil trucking rig in procedure in the united put forward than the rest period of the cosmos combined.,there are more oil rigs in operation in the united states than the rest of the world combined.,0
186,"payday lenders benefit from the misfortunate by lodge 1,000-plus percent interest.","payday lenders profit from the poor by charging 1,000-plus percent interest.",1
187,"the sociable security trustingness stock is sound. without anything being done, it would run well into 2038; and evening after that clip with no changes, we could earnings  per centum of the profit that citizenry have earned.","the social security trust fund is sound. without anything being done, it would function well into 2038; and even after that time with no changes, we could pay 80 percent of the benefits that people have earned.",1
