,clean_text,clean_title,label
33,lower business taxes today  percent companies pay business tax,cut business taxes today  percent businesses dont pay business tax,1
34,mark pryor says votes obama  percent time,says mark pryor votes obama  percent time,1
35,federal government believes authority regulate toilet seats,federal government thinks authority regulate toilet seats,1
36,austin city doubled every  years since founded,austin city basically doubled size every  years since founded,1
37,nuclear test conducted nation th nuclear test world five permanent members un security council conducted  percent total nuclear tests,nuclear test conducted nation time earths th nuclear test five permanent members un security council conducted  percent total nuclear tests,1
38,event catastrophic event atlantic offices centers disease control prevention destroy,case catastrophic event atlantaarea offices centers disease control prevention selfdestruct,0
39,president george bush increased debt  trillion president obama increased debt  trillion,president george bush added  trillion debt president obama weve added  trillion debt,1
40,us supreme court judge says us cases decided basis south african law,says us supreme court justice suggested us cases decided based south african law,0
41,rubio said skipped  defense votes including one arm kurds fight isis,says marco rubio skipped  defense votes including one arm kurds fight isis,1
42,rep david cicillin responsible federal guarantee solyndra failed solar company,rep david cicilline responsible federal loan guarantee solyndra failed solar company,0
43,ohio gov john kasich says later law requires women want abortion undergo mandatory vaginal tube,says ohio budget item later signed law gov john kasich requires women seeking abortion undergo mandatory vaginal probe,0
44,director homeland security cannot use term terrorist attack replace manmade disaster,director homeland security cannot use use term terrorist attack instead substitutes manmade disaster,0
45,africanamerican youth unemployment  percent hispanic youth unemployment  percent,africanamerican youth unemployment  percent hispanic youth unemployment  percent,1
46,obamacare provide insurance nonus citizens even illegally,obamacare provide insurance nonus residents even illegally,0
47,president barack obama used deficitreduction commissions,president barack obama took exactly none deficit reduction commissions ideas one,0
48,barack obama hillary clinton changed rules engagement probably cost capt humayun khans life,barack obama hillary clinton changed rules engagement probably cost capt humayun khans life,0
49,hillary clinton cosponsored bill  would put flagpoles prison,hillary clinton  cosponsored legislation would jail flag burners,1
50,paperback edition mitt romneys book deleted line says massachusetts individual mandate model country,says paperback edition mitt romneys book deleted line massachusetts individual mandate model country,0
51,maggie hassan raised tuition fees making highest america,maggie hassan raised tuition making highest america,0
52,says terry cloth mcauliffe one invented system rent lincoln bedroom,says terry mcauliffe person invented scheme rent lincoln bedroom,0
53,created  new jobs almost halved unemployment rate today new york privatesector jobs time history,created  new jobs cut unemployment rate almost half today new york state private sector jobs ever history,1
54,cities west texas run water stand water,towns west texas water truck water,0
55,georgia women earn  cents every dollar men earn,georgia women earn  cents every dollar earned men,1
56,federal system checks workers eligibility work us inaccurate anywhere   time,federal system verifies employees authorized work us inaccurate anywhere  percent way excess  percent time,1
57,wanted build wall ago long ago  couldnt get environmental impact assessments,going build wall ago long ago like  couldnt get environmental impact statements,0
58,obamas campaign announced would selecting cabinet,sen obamas campaign announced hes choosing cabinet,0
59,percent latinos texas registered vote  percent actually went polls,percent latinos texas registered vote  percent actually turned,1
60,percent public high schools country offer eclasses,percent public high schools country offer pe classes,0
61,said republican candidate actually turned government economy around,said hes republican candidate whos actually turned around government economy,1
62,justice elena kagan took stand supreme court unanimously ruled wrong,military recruiters harvard elena kagan took position supreme court ruled unanimously wrong,1
63,public school teachers texa  nonteachers public schools,public school teachers texas  nonteachers public schools,1
64,mayor cicilline providence city refuge,mayor cicilline providence sanctuary city,0
65,transgender people   chance murdered us,transgender individuals us in chance murdered,0
66,bain capital helped found early childhood education company called bright horizons first lady michelle obama rightly praised,bain capital helped start early childhood learning company called bright horizons first lady michelle obama rightly praised,1
67,dont know says man stormed stage day chatting isis talking social media posts,says man rushed stage dayton ohio chatter isis isis social media posts,0
68,us rep phil gingrey gave government authority spy americans electronically without warrant,us rep phil gingrey gave government power electronically spy americans without warrant,0
69,alex sink siphoned threequarters million dollars unsolicited orders bank america,alex sink funneled three quarters million dollars nobid contracts bank america,0
70,take population growth virgin zero net job creation since bob mcdonell became governor,take population growth virginia net zero job creation since bob mcdonnell became governor,1
71,obama homes collapsed florida construction jobs lost state high foreclosure rate,obama home values florida collapsed construction jobs lost state high foreclosure rate,0
72,arizonas new immigration law states law enforcement officer stop anyone deem reasonably suspicious undocumented person,new arizona immigration law says police officer stop anyone appears reasonably suspicious undocumented person,1
73,time history debt higher today end world war ii,time history debt higher end world war ii,1
74,health care costs single biggest factor driving federal budget deficit,cost health care singlebiggest factor driving federal budget deficit,1
75,recession consumer native perverse started save saving rate  percent,recession consumer native perversity begun save savings rate  percent,1
76,whether nominee us supreme court presented confirmation hearings,whether us supreme court nominee forthcoming confirmation hearings,0
77,one three homeless men us veteran,says one three us homeless men veteran,0
78,charlie crist says supports cuts medical benefits program,says charlie crist supports cuts medicare advantage program,0
79,think unacceptable chinese larger wind power solar panels photovoltaic manufacturing whole europe put together  forget united states,think unacceptable chinese today larger wind power solar panels photovoltaic manufacturing europe put together  forget united states,1
80,think good idea said scott brown employersponsored law allows women deny birth control coverage,says scott brown cosponsored legislation let employers deny women coverage birth control,1
81,point lives  women use birth control,point lives  women use birth control,1
82,last  years egypt made great progress political democratic reforms,past  years egypt made great strides political democratic reform,0
83,attention paid week chris christie makes coverage benghazi fade,amount attention paid week chris christie makes coverage benghazi  pale significance,0
84,us rep steve southerland said voted maintain shutdown,says us rep steve southerland voted keep shutdown going,1
85,rick perrys texas import nurses countries,rick perrys texas import nurses  countries,1
86,federal criminal law says crime transport prostheses across state lines,federal criminal law says crime transport dentures across state lines,1
87,built new prison every  days keep pace mass incarceration nonviolent offenders,built new prison every  days   keep mass incarceration explosion nonviolent offenders,1
88,mccains tax plan offers virtually nothing middle class,sen mccains tax plan provides virtually nothing middle class,0
89,austria burdened fastestgrowing tax increases countrys major cities,austin burdened fastestgrowing tax increases major city nation,0
90,phoenix arizona kidnapping capital world,phoenix arizona  kidnapping capital world,0
91,belong aflcio,belong aflcio,1
92,insurance commissioner cannot squat comes health care,insurance commissioner cant squat health care,1
93,according one poll republican candidate beat barack obama texas  eight points,says poll found republican candidate could beat barack obama texas  eight points,1
94,president ronald reagan sent troops conflict one circumstance namely grenada found peacekeeping environment lebanon,president ronald reagan sent troops conflict one circumstance grenada peacekeeping setting lebanon,0
95,says david jolly supports privatisation social security,says david jolly supports privatizing social security,0
96,know population growth lowest level since great depression,know us population growth lowest since great depression,1
97,average student florida actually pay pocket major universities tuition much less spend cell phones,average student florida actually pay pocket major universities tuition much less spend cellphones,1
98,since  americans died gun violence war countrys history,since  americans died gunfire died wars countrys history,1
99,foreclosure tax would take effect  could impose heavy tax burden facing foreclosure millions families modified mortgages short sales lender,foreclosure tax would take effect  could mean high tax bill facing foreclosure millions families modified mortgage short sale lender,1
100,website freshfromfloridacom ministry agriculture florence used obtain permission carry loaded concealed weapon without ever leaving house,florida department agricultures website freshfromfloridacom used get permit carry loaded hidden gun without ever leaving house,0
101,atlanta tram expected create  jobs construction period total  jobs next  years,atlanta streetcar expected create  jobs construction totaling  jobs next  years,0
102,raising minimum wage  hour would help lift million americans poverty,raising minimum wage  hour would help lift million americans poverty,1
103,says secretary state john kerry senator flew managua met communist dictator daniel ortega accused reagan administration involved terrorism,says secretary state john kerry senator flew managua met communist dictator daniel ortega accused reagan administration engaging terrorism,1
104,nato opens big terror department im sure wont get credit mainly said criticism nato,nato opening major terror division  im sure im going get credit largely saying criticism nato,0
105,sen obama always  percent prochoice rate,sen obama always  percent prochoice rating,1
106,since gina raimondo took office investment fees state pension portfolio risen  million year  million,since gina raimondo took office investment fees states pension portfolio gone  million annually  million,1
107,federal debt growing  billion day,federal debt growing  billion day,1
108,president barack obamas jobs law states would longer lay teachers firefighters police officers,president barack obamas jobs bill states would longer lay teachers firefighters police officers,1
109,teachers   years old,teachers  teachers today  years old,0
110,two thirds people receiving unemployment benefit ii look work current exemptions,twothirds wisconsinites receiving unemployment checks required search work due current work search exemptions,1
111,president obamas health care overhaul premium average plan family dropped  year  year,president obamas healthcare reforms premium average plan family didnt go  per year gone  per year,1
112,irish also looked liberal groups groups progressive name irish basically looked,irs also investigated liberal groups groups progressive name  irs basically looking everybody,1
113,obama promises unemployment would never rise  percent,says obama promised unemployment would never go  percent,0
114,economy creating jobs fastest pace since,economy creating jobs fastest pace since,1
115,president obama chose meet prime minister benjamin netanyahu new york,president obama decided meet prime minister benjamin netanyahu new york,1
116,states marry freely still get fired love someone,majority states marry freely still fired love,1
117,say oregon reps peter defazio graf blumenauer socialists openly serve us congress,say oregon reps peter defazio earl blumenauer socialists openly serving us congress,0
118,rudy giuliani probably least qualified man since george bush run president,rudy giuliani probably underqualified man since george bush seek presidency,0
119,half presidents governors half senators,half presidents governors half senators,0
120,british voted leave european union within  hours americans lost  billion,britains vote leave european union within  hours americans lost  billion ks,1
121,medicaid spending fell  percent  second decline  years,medicaid spending declined  percent  second decline  years,1
122,texas stables died duty said,says  texas constables died line duty,1
123,gov rick scott cut cost prepaid college tuition nearly,gov rick scott cut cost prepaid college tuition nearly,1
124,city columbus would save  million year employees pay guaranteed pensions,city columbus would save  million year employees contribute guaranteedcheck pensions,1
125,floridas cfo shut krakows scam transferred  million josephine victims scam,floridas cfo shut krakows scam refunded  million josephine victims con man,1
126,women earning degrees computer science factor plus today,women getting computer sciences degrees factor plus,1
127,air force wants taxpayers fund fantasy league,air force wants taxpayers fund fantasy football league,0
128,barack obama force courts accept islamic sharia law domestic disputes,barack hussein obama  force courts accept islamic sharia law domestic disputes,0
129,percent murders crimes committed weapons people actually legally buy weapons,percent murders crimes committed guns people actually legally purchase guns,1
130,neighbourhood schools closing,neighborhood schools closing,1
131,told gay organizers mascots stronger champion special rights kennedy,told gay organizers massachusetts would stronger advocate special rights even ted kennedy,1
132,years speaker florida house consistently offered meager budgets governor,years speaker florida house consistently offered leaner budgets governor offered,1
133,almost halfway  target creating  new jobs seven years,already almost halfway  goal creating  new jobs seven years,0
134,us supreme court ruled social security guaranteed,says us supreme court found social security guaranteed,1
135,saysmichael bennet wants close guantanamo bay prison bring terrorists right colorado,saysmichael bennet wants close guantanamo bay prisonand bring terrorists right colorado,0
136,orangutans amazing free way fight abortion free political donations,oregonians amazing nocost way fight abortion free political donations,1
137,president said would bring  syrian iraqi refugees country,president said hes going bring  syrian iraqi refugees country,0
138,research shows large majority immigrants arriving today come believe state source wealth support,research shows vast majority arriving immigrants today come believe government source prosperity thats support,0
139,newt gingrichs immigration plan offers new path amnesty,newt gingrichs immigration plan offers new doorway amnesty,1
140,mr caprio career politician never worked private sector,mr caprio career politician never worked private sector,0
141,rhode island  percent workers use states temporary disability insurance program year compared  percent new leotards,rhode island  percent workers use states temporary disability insurance program year new jersey rate  percent,0
142,years spending social security federal health care interest debt exceed tax revenues,years spending social security federal health care interest debt exceed tax revenue,1
143,president obama took money wall street  campaign ever,president obama took money wall street  campaign anybody ever,1
144,donald trump said nuclear proliferation ok,donald trump said nuclear proliferation ok,1
145,hillary clinton raised  lobbyists,hillary clinton taken  lobbyists,1
146,barack obama never worked business,barack obama never even worked business,0
147,arizonas immigration law explicitly prohibits racial profiling,says arizona immigration law expressly bans racial profiling,1
148,gov rick perry pleaded federal government send coast guard patrol two lakes usmexico border,says gov rick perry begging federal government send coast guard patrol two lakes usmexico border,0
149,contrary  veterans died waiting care,va  veterans died waiting care,0
150,per cent economy spent state,spending  percent economy government,1
151,rob cornilles supports privatisation medical care,rob cornilles supports privatizing medicare,0
152,tried expand thirdtrimester abortions texas,dan branch tried expand thirdtrimester abortions texas,0
153,democrats made steady progress creating jobs improving schools,democrats made steady progress creating jobs improving schools,1
154,michigan massachusetts lifted deposit could longer afford program repayments high profit,michigan massachusetts raised bottle deposit could longer afford program redemptions high profit,0
155,whether like half general income goes education,whether like admit half general revenue goes education,1
156,one fought developers draining forest glades,im one whos fought developers draining everglades,0
157,ponzi scheme says ron johnson calls social security ponzi scheme wants privatize program,says ron johnson calls social security ponzi scheme wants privatize program,1
158,states  cities policies passed referring carolinas house bill,states  cities type policies passed referring north carolinas house bill,1
159,climate change directly linked rise terrorism,climate change directly related growth terrorism,0
160,jobs bill includes president obamas tax soup kitchens,jobs bill includes president obamas tax soup kitchens,0
161,says obama administration spent taxpayer money electric cars finland windmills china,says obama administration spent taxpayer dollars electric cars finland windmills china,0
162,sarah mayor wasilla tried fire highly respected city librarian refused consider removing books sarah wanted removed library,sarah mayor wasilla tried fire highly respected city librarian librarian refused consider removing library books sarah wanted removed,1
163,milwaukee agrees reduce maximum statute limitations marijuana possession  city would  different bicycle violations higher expiration date,milwaukee approves reducing maximum forfeiture marijuana possession  city would  different bicycle violations higher forfeiture,1
164,illegal immigrants five years ago,illegal immigrants five years ago,0
165,rick perry wrote letter support hillarycare,says rick perry wrote letter supporting hillarycare,0
166,us patent trademark office received complaints washington redskins name,us patent trademark office received zero complaints washington redskins name,0
167,presidents health care proposals raise lower premiums americans hundreds millions people lose current coverage,presidents health care proposals cause americans premiums increased decreased hundreds millions people lose current insurance coverage,0
168,mexican immigrants lawabiding us citizens thats statistic,mexican immigrants lawabiding us citizens statistic,1
169,chris christie says vetoed work package  bills,says chris christie vetoed jobs package  bills,1
170,already american jobs solar industry coal mining,already american jobs solar industry coal mining,1
171,illinois gubernatorial candidate bill brady says first priority winning primaries support bill would allow mass euthanasia dogs cats gas chambers,says illinois gubernatorial candidate bill bradys first priority winning primary sponsor bill would masseuthanize sheltered dogs cats gas chambers,1
172,barack obama economy gotten worse since became president united states,barack obama economy thats worsened since hes president united states,1
173,romney failed take action sanctuary cities massachusetts,romney failed take action sanctuary cities massachusetts,1
174,gov chris christie says new jersey nearly  fewer jobs height recession gov chris christie new jersey lagged rest america comes unemployment  consecutive months,says new jersey nearly  jobs prerecession peak gov chris christie new jersey trailed rest america comes unemployment  consecutive months,1
175,thomas says duncan came united states elevated temperature,says thomas eric duncan came united states elevated temperature,0
176,afghanistan longer foreign country fighting war history nations,afghanistan longer foreign land conducting war nations history,1
177,gas prices risen two dollars since obama took office,gas prices gone  since obama took office,1
178,webster sponsored bill create form marriage would trap women abusive relationships,webster sponsored bill create form marriage would trap women abusive relationships,1
179,judges get better services lower cost everyone else state,says judges get better benefits lower cost everybody else state,1
180,lot casinos around country gone bankrupt,lot casinos across country gone bankrupt,1
181,small businesses create  percent jobs america,small businesses create  percent jobs america,1
182,seniors health care benefits give share health reform,seniors coverage medicare advantage give share health care reform,1
183,school children arrested florida making nations leader area,school kids arrested florida makes florida nations leader area,1
184,texas country economy would ranked th world,texas country economy would rank in world,1
185,oil platforms operation united states rest world combined,oil rigs operation united states rest world combined,0
186,payday lenders benefit poor charging  per cent interest,payday lenders profit poor charging plus percent interest,1
187,social security trust fund sound without anything done would work well  even without changes could pay  benefits people deserve,social security trust fund sound without anything done would function well  even time changes could pay  percent benefits people earned,1
188,commitment voters take seriously ohio incumbent reneged promise voted raise income tax suffered resounding defeat tuesday,commitment voters take seriously incumbent ohio break pledge vote ted stricklands income tax hike defeated soundly tuesday,1
189,obama administration halted amber alert program government shutdown,obama administration shut amber alert program government shutdown,0
190,republicans  percent muslim vote,republicans  percent muslim vote,1
191,see americas prison population exploding america greater percentage people behind bars nation world,see americas prison population exploding america greater percentage people behind bars nation world,1
192,rep gabrielle giffords told gen david petraeus hearing army place emphasis less polluting methods stabbings strikes enemy forces minimize carbon dioxide emissions,says hearing rep gabrielle giffords suggested gen david petraeus army put emphasis less environmentally damaging methods like stabbing clubbing enemy forces order minimize carbon output,0
193,republican senators blocked increase minimum wage receive  costofliving adjustment january,every single one  republican senators blocked raise minimum wage receive  costofliving adjustment january,1
194,texas name  new male babies many one day choose jose,texas  name new male babies many vote one day jose,1
195,marco rubio voted allowing president obama attack syria assad used chemical weapons people,marco rubio voted authorizing president obama strike syria assad used chemical weapons people,1
196,program cash clunkers go local junkyard haul house get,cash clunkers program weve got  go local junkyard youve got tow house youre going get,0
197,single republican courage acknowledge climate change real,one republican guts recognize climate change real,0
198,people work longer lower wages almost new incomes go top  percent,people work longer hours lower wages almost new income goes top  percent,1
199,david dewhurst proven record championing income tax,david dewhurst record promoting income tax,0
200,point pleasant beach beaches privately owned operated companies jenkinsons,point pleasant beach beaches privately owned operated businesses jenkinsons,1
201,last year  percent americans expressed opinion war afghanistan conclude,past year  percent americans changed mind war afghanistan conclude shouldnt,0
202,last five years  people killed along usmexico border,last five years  people killed along usmexico border,0
203,state currently one nations lowest unemployment rates leader job creation,state ohio one lowest unemployment rates nation right leading pack terms job creation,0
204,obama says health care reform law denies millions access affordable insurance,says obama health reform law denies millions access affordable insurance,0
205,says hb shifted needle one iota north carolinas economy,says hb hasnt moved needle one iota north carolinas economy,0
206,nearly  federal prison population made illegal immigrants,close  federal prison population consists illegal immigrants,0
207,education core function state scott said,says rick scott called education core function state,0
208,family research council terrorist organization according government agencies,family research council according government agencies terrorist group,0
209,think good idea said rep jim weidner dny proposed bill would strip  oregon children health care,says rep jim weidner proposed bill taking away health care  oregons children,1
210,says former governor tom kean largest lead gubernatorial candidate history state  election,says  election former gov tom kean largest winning margin gubernatorial candidate jersey history,1
211,obamacare biggest tax increase american history,obamacare biggest tax increase american history,0
212,said barack obama ready commander chief,said barack obama ready commander chief,1
213,average male worker country seen inflationadjusted increase  years,median male worker country seen raise inflation adjusted  years basically,1
214,milwaukee mayor tom barrett sticking property tax,milwaukee mayor tom barrett held line property taxes,0
215,member house representatives raised bulk campaign money last election small contributions less,im member house representatives raised campaign funds last election small contributions less,1
216,contrast gridlock washington  bills passed general assembly bipartisan support,unlike gridlock washington  percent bills passed general assembly bipartisan support,1
217,josh mandel lies record rating ohios investment fund improved,josh mandel lying record rating ohios investment fund improved,0
218,rick scott took  family leased land drilling hes trying hide,rick scott took  family leased land drilling trying hide,1
219,money possible rental ohio turntable would used,money possible lease ohio turnpike would used,1
220,beginning last decade america budget surplus  billion took office oneyear deficit  trillion projected deficits  trillion next decade,beginning last decade  america budget surplus  billion time took office oneyear deficit  trillion projected deficits  trillion next decade,1
221,president  nominations confirmed four rejected,president  nominations confirmed four defeated,1
222,us taxpayers forced pay abdulrahmans trip middle east,us taxpayers forced fund feisal abdul raufs trip middle east,1
223,milwaukee county taxpayers paid  settle lawsuit sheriff david clark jr decision use untrained corrections officers instead deputies patrol lakefront,milwaukee county taxpayers paid  settle lawsuit decision sheriff david clarke jr use untrained corrections officers rather deputies patrol lakefront,0
224,justice department guidelines fbi director james comey discussing details federal investigation close election,justice department policies fbi director james comey discussing details federal investigation close election,1
225,democratic presidents far effective creating jobs private sector,democratic presidents considerably effective creating privatesector jobs,1
226,joe biden voted first golf war surgery wanted divide iraq,joe biden voted first gulf war opposed surge wanted partition iraq,1
227,limbaugh hastily made clear would rather see country fail succeed president barack obama,says rush limbaugh made clear hed rather see country fail president barack obama succeed,0
228,one percent american population generates  percent total income america way george bush became president,one percent american people make  percent income america wasnt way george bush became president,1
229,military recruited every single day time kagan,military recruiting went harvard every single day throughout time kagan,1
230,rick perrys plan texas cut funding public schools,says rick perrys plan texas cut funding public schools,1
231,david perdue says wants abolish us department education would cost georgias schools  billion year eliminate millions student loans,says david perdue wants abolish us department education would cost georgia schools  billion year eliminate millions student loans,1
232,paul ryans budget proposal would privatize medicare,paul ryan budget proposal would privatize medicare,1
233,students arrested campus twice likely fail graduate four times less likely graduate appear court,high school students arrested campus twice likely graduate four times less likely graduate theyve appeared court,1
234,united states incarcerates people nation world,united states imprisons nation world,1
235,says marco rubio one open border,says marco rubio one open border,0
236,years federal education spending risen  percent test scores stagnated,years federal spending education grown  percent test scores remain flat,1
237,cuts medical care affect people already paid paid,says cuts medicare affect people already paid paid,0
238,david alameel gives thousands dollars support republican party candidates including john cornyn greg abt,david alameel giving thousands dollars support republican party candidates including john cornyn greg abbott,0
239,american health care system burns  percent national gdp,american healthcare system burns  percent national gdp nobody else close,1
240,providences port  miles closer europe eastern port,providences port  miles closer europe eastern port,0
241,says need photo id buy sudafed texas,says need photo id purchase sudafed texas,1
242,twenty percent homes portlands pearl district affordable,twenty percent housing portlands pearl district affordable,1
243,expiration payroll tax exemption would cost estimated  jobs,says allowing payroll tax holiday expire would end costing another estimated  jobs,1
244,hillary clinton supported nafta permanent trade pennsylvania lost thousands jobs,hillary clinton supported nafta permanent china trade pennsylvania lost thousands jobs,1
245,numerous studies shown socalled righttowork laws create jobs economic growth,numerous studies shown socalled righttowork laws generate jobs economic growth,1
246,obamas budget plan would raise national debt  percent gross domestic product historically  percent,obamas budget plan would take national debt  percent gross national product  historically  percent,1
247,hillary clinton says veterans affairs scandal overblown shes happy whats going,says hillary clinton said veterans affairs scandal overexaggerated said satisfied going,0
248,pushed health costs lowest level  years,driven health care costs lowest theyve  years,0
249,president barack obamas first reaction heard underpants bomber act isolated extremist,president barack obamas initial response heard christmas underwear bomber say act isolated extremist,1
250,says sen sherrod brown admitted  billion stimulus bill failed targeting republicans wanting cut taxes america claims stimulus bill done enough lower taxes,says sen sherrod brown admitted  billion stimulus law failed specifically attacking republicans wanting lower americans taxes claims stimulus bill didnt enough lower taxes,1
251,many people became rich pay top tax rate  percent,lot people got rich pay top tax rate  percent,1
252,charleston sc shooter never gotten gun universal background check didnt go fast enough,charleston sc shootershould never given gun universal background check fast enough,1
253,sixtyfive percent iraqis say okay shoot american soldier,sixtyfive percent iraqi people say okay shoot american soldier,0
254,twelve justices dismissed lawsuits challenging health care law rejected view health care law unconstitutional,twelve judges thrown legal challenges health care law rejected notion health care law unconstitutional,0
255,gov chris christies proposal cut state income taxes would governors second tax cut wealthy two years,says gov chris christies proposal reduce state income taxes would second tax cut rich governor two years,1
256,warren buffett still supports,warren buffett still support,1
257,george lemieux one two republicans vote favor president barack obamas jobs bill,says george lemieux one two republicans voted president barack obamas jobs bill,1
258,district west patrick murphy recount  registered voters guatemalan community recount showed  voted,precinct allen westpatrick murphy recount  registered voters guatemalan community tally showed  voted,0
259,people unemployed took office unemployed,people unemployment took office unemployment,1
260,one person kathleen sebelius decide whether yearold lung patient sarah murnaghan would live die,one person kathleen sebelius going determine whether yearold lung patient sarah murnaghan would live die,0
261,mr klein repeatedly voted amnesty illegal immigrants,ron klein repeatedly voted favor amnesty illegal immigrants,0
262,local law enforcement access trove obamacare data hubs personal information,local law enforcement    access obamacare data hubs treasure trove personal info,0
263,tenure mayor saw household crime fall lowest level  years,tenure mayor saw houstons crime rates drop lowest levels  years,1
264,barack obamas college id says foreign student attended barry soetoro,barack obamas columbia university id says foreign student went barry soetoro,0
265,john mccain one wealthiest people senate full millionaires says solution housing crisis people get second job skip vacation,john mccain one richest people senate filled millionaires says solution housing crisis people get second job skip vacations,0
266,terry mcauliffe wants raise taxes  pay endless promises,terry mcauliffe wants raise taxes  pay infinite promises,0
267,hypocrisy clinton foundation top male staff earned average    top female staff earned,hypocrisy clinton foundation top male staff made average  top female staff made,1
268,since passage federal law violence women  cases domestic violence fallen  percent,since federal violence women act adopted  cases domestic violence fallen  percent,1
269,according new york times federal police interrupted questioning underpants bomber christmas day warning  minutes questioning,says federal law enforcement officers cut questioning christmas day underwear bomber giving miranda warning  minutes questioning,1
270,legalisation illegal immigrants,legalizing illegal immigrants,1
271,nearly half pregnancies us unintended,nearly half pregnancies us unintended,1
272,borrow saudi money saudi oil resulting dependence debt,borrowing saudi money saudi oil result dependency debt,1
273,says currently houses around lake oswego  anyone buy,says homes sale around oswego lake right  anyone welcome buy,1
274,since president became president lost  million jobs private sector knows well complaining today public sector gained  jobs public sector,since president became president lost  million jobs private sector know whos done ok whos complaining today public sector weve gained  public sector jobs,1
275,top  per cent pays half income country,top  percent pay half entire revenue country,0
276,difference previous four years things gone taken last four years total  property tax savings,difference previous four years things headed brought last four years total  saved property tax money,0
277,chris christie raised taxes anyone,chris christie increased taxes anyone,1
278,united states system farmers dairies legally bring workers united states,united states system growers dairies bring workforce legally us,0
279,never said would keep education funding,says never said would keep education funding,0
280,nationwide tuition fees risen four times rate inflation since,since  college tuition nationwide gone something like four times rate inflation,1
281,would irresponsible cut medicare sen rob portman said,says sen rob portman said would irresponsible cut medicare,1
282,school construction projects kept coming back budget,dekalb school construction projects always came budget,1
283,palin supported rightwing extremist buchanans candidacy president,palin supported rightwing extremist pat buchanan president,0
284,sen sherrod brown voted block american energy production raise energy taxes,says sen sherrod brown voted block american energy production increase energy taxes,0
285,jeanne shaheen said voted measure would resulted new national energy tax,says jeanne shaheen voted measure would amounted new national energy tax,0
286,washington dc strictest gun laws country passed violence soared,washington dc strictest gun laws country passed violence skyrocketed,1
287,previously seven presidents barack obama  republicans democrats  tried extend health care americans,seven presidents barack obama  republicans democrats  tried expand health care americans,1
288,state sen glenn grothman said doesnt believe women belong workplace go home cook clean babies,fighting move toughen penalties workplace gender discrimination state sen glenn grothman said didnt believe women belonged workplace belonged home cooking cleaning babies,0
