,clean_text,clean_title,label
39,chairman george vi bush impart  one million million debt chairman obama weve impart  one million million debt,president george bush added  trillion debt president obama weve added  trillion debt,1
40,says us sovereign tourist court doj evoke us cases distinct based south african law,says us supreme court justice suggested us cases decided based south african law,0
41,allege marco rubio skipped  defence mechanism right vote including one arm kurds push isis,says marco rubio skipped  defense votes including one arm kurds fight isis,1
42,rep david cicilline responsible fed loan guarantee solyndra go wrong solar society,rep david cicilline responsible federal loan guarantee solyndra failed solar company,0
43,says ohio river budget item later signalize police gov king john kasich postulate women seeking abortion undergo compulsory vaginal probe,says ohio budget item later signed law gov john kasich requires women seeking abortion undergo mandatory vaginal probe,0
44,film director motherland protection cannot role role condition terrorist attack rather deputise manmade disaster,director homeland security cannot use use term terrorist attack instead substitutes manmade disaster,0
45,black american spring chicken unemployment percent hispanic spring chicken unemployment  percent,africanamerican youth unemployment  percent hispanic youth unemployment  percent,1
46,obamacare bring home bacon insurance policy nonus residents even illegally,obamacare provide insurance nonus residents even illegally,0
47,president barack obama charter dot none shortage reduction mission ideas one,president barack obama took exactly none deficit reduction commissions ideas one,0
48,barack obama sir edmund hillary clinton transfer decree interlocking likely capt humayun khans life,barack obama hillary clinton changed rules engagement probably cost capt humayun khans life,0
49,edmund hillary hilary rodham clinton  cosponsored legislation would put behind bars flag burners,hillary clinton  cosponsored legislation would jail flag burners,1
50,says paperback version manus romneys koran deleted line descent massachusetts individual authorization model rural area,says paperback edition mitt romneys book deleted line massachusetts individual mandate model country,0
51,maggie hassan stir tuition crap gamey america,maggie hassan raised tuition making highest america,0
52,says terry mcauliffe somebody excogitate strategy rent abraham lincoln bedroom,says terry mcauliffe person invented scheme rent lincoln bedroom,0
53,produce  raw jobs stinger unemployment rate almost one half nowadays raw house york state department buck private sector jobs ever history,created  new jobs cut unemployment rate almost half today new york state private sector jobs ever history,1
54,town occident lone star state water hand truck water,towns west texas water truck water,0
55,georgia char bring cents every dollar earned men,georgia women earn  cents every dollar earned men,1
56,federal official scheme avow employee authoritative work us inaccurate anyplace percent fashion excess percent time,federal system verifies employees authorized work us inaccurate anywhere  percent way excess  percent time,1
57,conk construct bulwark ago farsighted ago alike  couldnt start environmental bear upon statements,going build wall ago long ago like  couldnt get environmental impact statements,0
58,sen obamas political campaign proclaimed hes choosing cabinet,sen obamas campaign announced hes choosing cabinet,0
59,pct latino lone star state registered vote pct reality turned,percent latinos texas registered vote  percent actually turned,1
60,two percent public highschool schools res publica offer pe classes,percent public high schools country offer pe classes,0
61,enounce hes republican nominee whos actually turned roughly government economy,said hes republican candidate whos actually turned around government economy,1
62,armed services recruiter harvard elena kagan took place sovereign woo ruled nem con wrong,military recruiters harvard elena kagan took position supreme court ruled unanimously wrong,1
63,world train teacher texas  nonteachers world schools,public school teachers texas  nonteachers public schools,1
64,city manager cicilline providence refuge city,mayor cicilline providence sanctuary city,0
65,transgendered soul us in opportunity murdered,transgender individuals us in chance murdered,0
66,bain capital serve start ahead time puerility learning fellowship called bright purview first lady michelle obama justifiedly praised,bain capital helped start early childhood learning company called bright horizons first lady michelle obama rightly praised,1
67,order gentlemans gentleman stimulate degree dayton ohio chatter isis directorate inter services intelligence sociable medium posts,says man rushed stage dayton ohio chatter isis isis social media posts,0
68,united states rep phil gingrey gave regime top executive electronically sleuth american without warrant,us rep phil gingrey gave government power electronically spy americans without warrant,0
69,alex sink funnel iii quarters jillion dollars nobid contracts banking concern america,alex sink funneled three quarters million dollars nobid contracts bank america,0
70,issue universe ontogenesis virginia net zippo job foundation since bob mcdonnell become governor,take population growth virginia net zero job creation since bob mcdonnell became governor,1
71,obama national measure everglade state collapsed construction jobs lost res publica high foreclosure rate,obama home values florida collapsed construction jobs lost state high foreclosure rate,0
72,new az immigration natural law says patrol officer stop anyone appear sanely untrusting undocumented person,new arizona immigration law says police officer stop anyone appears reasonably suspicious undocumented person,1
73,clock time story debt high pitched closing existence state war ii,time history debt higher end world war ii,1
74,cost wellness worry singlebiggest factor force union soldier budget deficit,cost health care singlebiggest factor driving federal budget deficit,1
75,recession consumer indigene contrariness begin save lay aside value  percent,recession consumer native perversity begun save savings rate  percent,1
76,whether us supreme homage candidate forthcoming substantiation hearings,whether us supreme court nominee forthcoming confirmation hearings,0
77,says unrivalled three us dispossessed manpower veteran,says one three us homeless men veteran,0
78,says charlie crist fend make medicare reward program,says charlie crist supports cuts medicare advantage program,0
79,think unaccepted chinese larger hoist great power solar impanel photovoltaic cook common market frame together  leave united states,think unacceptable chinese today larger wind power solar panels photovoltaic manufacturing europe put together  forget united states,1
80,enjoin george scott brown cosponsored legislation let employers refuse cleaning woman coverage birth control,says scott brown cosponsored legislation let employers deny women coverage birth control,1
81,point time lives  womanhood use nativity control,point lives  women use birth control,1
82,years arab republic egypt stool great pace political democratic reform,past  years egypt made great strides political democratic reform,0
83,amount money attending paid week chris agatha christie makes reporting benghazi  wan significance,amount attention paid week chris christie makes coverage benghazi  pale significance,0
84,says us government rep steve southerland voted sustain closing going,says us rep steve southerland voted keep shutdown going,1
85,twist commodore perry texas import give suck  countries,rick perrys texas import nurses  countries,1
86,federal criminal law read crime enthral plate crossways put forward lines,federal criminal law says crime transport dentures across state lines,1
87,progress unexampled prison house every days   keep mass imprisonment explosion unbloody offenders,built new prison every  days   keep mass incarceration explosion nonviolent offenders,1
88,sen mccains task plan allow virtually naught middle class,sen mccains tax plan provides virtually nothing middle class,0
89,capital texas saddle fastestgrowing tax increases john roy major urban center nation,austin burdened fastestgrowing tax increases major city nation,0
90,phoenix arizona deuce kidnap upper case letter world,phoenix arizona  kidnapping capital world,0
91,belong aflcio,belong aflcio,1
92,insurance commissioner cant squatty health care,insurance commissioner cant squat health care,1
93,enjoin canvass get hold republican river campaigner could beat barack obama texas  octet points,says poll found republican candidate could beat barack obama texas  eight points,1
94,prexy ronald ronald wilson reagan place military personnel dispute one circumstance grenada peacekeeping mark lebanon,president ronald reagan sent troops conflict one circumstance grenada peacekeeping setting lebanon,0
95,state david jolly supports privatizing societal security,says david jolly supports privatizing social security,0
96,eff united states america universe growth lowest since nifty depression,know us population growth lowest since great depression,1
97,fair student florida really bear pocket john major university tuition often lesser extent pass cellphones,average student florida actually pay pocket major universities tuition much less spend cellphones,1
98,since  american english perish gunshot perish war commonwealth history,since  americans died gunfire died wars countrys history,1
99,foreclosure taxation would accept burden  could think gamey taxation government note facing foreclosure phratry modify mortgage short sales event lender,foreclosure tax would take effect  could mean high tax bill facing foreclosure millions families modified mortgage short sale lender,1
100,sunshine state department agricultures internet site freshfromfloridacom used pose permit carry adulterate cover gas without ever going away house,florida department agricultures website freshfromfloridacom used get permit carry loaded hidden gun without ever leaving house,0
101,atlanta trolley car expected produce  caper construction summate  caper future twenty years,atlanta streetcar expected create  jobs construction totaling  jobs next  years,0
102,erect minimal remuneration  hour would helper filch million americans poverty,raising minimum wage  hour would help lift million americans poverty,1
103,enunciate repository res publica john kerry senator fell nicaraguan capital conform communistic dictator book daniel ortega accused president reagan administration engaging terrorism,says secretary state john kerry senator flew managua met communist dictator daniel ortega accused reagan administration engaging terrorism,1
104,north atlantic treaty organization give major little terror division  im surely im perish stimulate mention mostly suppose literary criticism nato,nato opening major terror division  im sure im going get credit largely saying criticism nato,0
105,sen obama forever hundred per centum prochoice rating,sen obama always  percent prochoice rating,1
106,since gina raimondo direct office investing tip province pension portfolio rifle  annually  million,since gina raimondo took office investment fees states pension portfolio gone  million annually  million,1
107,federal debt get  million day,federal debt growing  billion day,1
108,chairman barack obamas line bill states would farsighted lay teachers fire fighter police force officers,president barack obamas jobs bill states would longer lay teachers firefighters police officers,1
109,instructor  instructor fifty twelvemonth old,teachers  teachers today  years old,0
110,twothirds wisconsinite receiving unemployment checks postulate search bring ascribable flow bring search exemptions,twothirds wisconsinites receiving unemployment checks required search work due current work search exemptions,1
111,prexy obamas healthcare reforms agio middling programme household didnt lead  per year blend  per year,president obamas healthcare reforms premium average plan family didnt go  per year gone  per year,1
112,internal revenue service likewise investigated free groups chemical group liberalist name  internal revenue service basically expect everybody,irs also investigated liberal groups groups progressive name  irs basically looking everybody,1
113,enjoin obama foretell unemployment would never locomote  percent,says obama promised unemployment would never go  percent,0
114,economy create line work degenerate pace since,economy creating jobs fastest pace since,1
115,united states president obama resolve fulfil prime minister benjamin netanyahu newfangled york,president obama decided meet prime minister benjamin netanyahu new york,1
116,legal age states get hitched freely tranquil elicit love,majority states marry freely still fired love,1
117,articulate oregon reps st peter defazio earl blumenauer socialist openly function us government congress,say oregon reps peter defazio earl blumenauer socialists openly serving us congress,0
118,rudy giuliani probably underqualified world since george ii george bush search presidency,rudy giuliani probably underqualified man since george bush seek presidency,0
119,one half chairwoman governors one half senators,half presidents governors half senators,0
120,uk voter turnout farewell european union within hours americans lost  ks,britains vote leave european union within  hours americans lost  billion ks,1
121,medicaid pass declined  per centum  secondment decline xlvii years,medicaid spending declined  percent  second decline  years,1
122,suppose eighty eight texas constables go line duty,says  texas constables died line duty,1
123,gov rick sir walter scott cut prepaid college tuition almost,gov rick scott cut cost prepaid college tuition nearly,1
124,urban center cristobal colon would lay aside  billion year employee lend guaranteedcheck pensions,city columbus would save  million year employees contribute guaranteedcheck pensions,1
125,floridas cfo keep krakows rook refund  billion josephine victim learn man,floridas cfo shut krakows scam refunded  million josephine victims con man,1
126,women mother data processor scientific discipline arcdegree eighty broker plus,women getting computer sciences degrees factor plus,1
127,air ram wants taxpayer monetary fund fantasy football league,air force wants taxpayers fund fantasy football league,0
128,barack hussein obama  force courts take islamic shariah constabulary domesticated disputes,barack hussein obama  force courts accept islamic sharia law domestic disputes,0
129,per centum murders law breaking institutionalise accelerator people actually legally leverage guns,percent murders crimes committed guns people actually legally purchase guns,1
130,neighborhood educate closing,neighborhood schools closing,1
131,told festive organizers old colony would stronger counselor law exceptional right hand even ted kennedy,told gay organizers massachusetts would stronger advocate special rights even ted kennedy,1
132,yr speaker florida house consistently provide lean budget regulator offered,years speaker florida house consistently offered leaner budgets governor offered,1
133,already almost middle  goal create  young problem septet years,already almost halfway  goal creating  new jobs seven years,0
134,read us sovereign court found social security system guaranteed,says us supreme court found social security guaranteed,1
135,saysmichael geum virginianum need secretive guantanamo true laurel prisonand bring terrorists right colorado,saysmichael bennet wants close guantanamo bay prisonand bring terrorists right colorado,0
136,oregonians beat nocost right smart fight abortion free political donation,oregonians amazing nocost way fight abortion free political donations,1
137,chief executive read atomic number going away bring  syrian iraqi refugees country,president said hes going bring  syrian iraqi refugees country,0
138,research record brobdingnagian majority arrive immigrant come consider government activity seed prosperity thats support,research shows vast majority arriving immigrants today come believe government source prosperity thats support,0
139,newt gingrichs migration design extend new doorway amnesty,newt gingrichs immigration plan offers new doorway amnesty,1
140,mr caprio calling political leader never operate private sector,mr caprio career politician never worked private sector,0
141,rhode island ix pct workers use states impermanent disability policy course study class unexampled jersey rate  percent,rhode island  percent workers use states temporary disability insurance program year new jersey rate  percent,0
142,years expenditure sociable security federal official wellness deal interest debt exceed revenue enhancement revenue,years spending social security federal health care interest debt exceed tax revenue,1
143,united states president obama took money paries street  press anybody time,president obama took money wall street  campaign anybody ever,1
144,donald trumpet aforementioned nuclear proliferation ok,donald trump said nuclear proliferation ok,1
145,edmund hillary clinton take  lobbyists,hillary clinton taken  lobbyists,1
146,barack obama never still ferment business,barack obama never even worked business,0
147,read arizona migration law expressly bans racial profiling,says arizona immigration law expressly bans racial profiling,1
148,state gov haystack commodore perry begging federal government send glide defend police two lake usmexico border,says gov rick perry begging federal government send coast guard patrol two lakes usmexico border,0
149,va  oldtimer buy farm hold care,va  veterans died waiting care,0
150,drop  per centum saving government,spending  percent economy government,1
151,surcharge cornilles supports privatizing medicare,rob cornilles supports privatizing medicare,0
152,dan separate tried thrive thirdtrimester miscarriage texas,dan branch tried expand thirdtrimester abortions texas,0
153,democrats nominate stabilize progress creating jobs schools,democrats made steady progress creating jobs improving schools,1
154,great lakes state massachuset raised feeding bottle deposit could yearner give program buyback high lucre,michigan massachusetts raised bottle deposit could longer afford program redemptions high profit,0
155,whether similar take half cosmopolitan taxation goes education,whether like admit half general revenue goes education,1
156,im one world health organization fought developer enfeeble everglades,im one whos fought developers draining everglades,0
157,says ron johnson calls social security measures ponzi dodge desire privatise program,says ron johnson calls social security ponzi scheme wants privatize program,1
158,land  city case policies passed advert northwards carolina menage bank note,states  cities type policies passed referring north carolinas house bill,1
159,mood interchange like shot related growth terrorism,climate change directly related growth terrorism,0
160,subcontract peak includes chairperson obamas tax soup kitchens,jobs bill includes president obamas tax soup kitchens,0
161,read obama administration fagged taxpayer dollars galvanizing railway car finland windmills china,says obama administration spent taxpayer dollars electric cars finland windmills china,0
162,sarah city manager wasilla taste fire highly respect city bibliothec bibliothec resist weigh subroutine library books sarah treasured removed,sarah mayor wasilla tried fire highly respected city librarian librarian refused consider removing library books sarah wanted removed,1
163,milwaukee approves cut uttermost forfeit ganja possession  city would different bike misdemeanour higher forfeiture,milwaukee approves reducing maximum forfeiture marijuana possession  city would  different bicycle violations higher forfeiture,1
164,illegal immigrant basketball team year ago,illegal immigrants five years ago,0
165,read rick perry wrote varsity letter supporting hillarycare,says rick perry wrote letter supporting hillarycare,0
166,us patent stylemark government agency received null charge washington redskins name,us patent trademark office received zero complaints washington redskins name,0
167,presidents wellness fear proposals causal agent americans exchange premium increased decreased one millions great unwashed recede current indemnity coverage,presidents health care proposals cause americans premiums increased decreased hundreds millions people lose current insurance coverage,0
168,mexican immigrants law abiding america citizen statistic,mexican immigrants lawabiding us citizens statistic,1
169,says chris dame agatha mary clarissa christie interdict jobs computer software  bills,says chris christie vetoed jobs package  bills,1
170,already american english task solar diligence char mining,already american jobs solar industry coal mining,1
171,say prairie state gubernatorial prospect bill diamond jim first priority get ahead elemental sponsor bill would masseuthanize shelter dogs arabian tea gas chambers,says illinois gubernatorial candidate bill bradys first priority winning primary sponsor bill would masseuthanize sheltered dogs cats gas chambers,1
172,barack obama thriftiness thats worse since helium chairperson merge states,barack obama economy thats worsened since hes president united states,1
173,romney bomb return military action sanctuary cities massachusetts,romney failed take action sanctuary cities massachusetts,1
174,says modern shirt near  speculate prerecession bloom gov chris agatha christie modern shirt go rest us add unemployment  successive months,says new jersey nearly  jobs prerecession peak gov chris christie new jersey trailed rest america comes unemployment  consecutive months,1
175,says seth thomas eric isadora duncan came united states elevate temperature,says thomas eric duncan came united states elevated temperature,0
176,islamic state afghanistan tenacious strange land conduct state war res publica history,afghanistan longer foreign land conducting war nations history,1
177,swash mary leontyne price gone  since obama exact office,gas prices gone  since obama took office,1
178,webster shop bill produce form marriage would pin womanhood opprobrious relationships,webster sponsored bill create form marriage would trap women abusive relationships,1
179,says approximate cause upright benefits lower price everybody else state,says judges get better benefits lower cost everybody else state,1
180,batch casino across country run low bankrupt,lot casinos across country gone bankrupt,1
181,pocket sized line work create  percent occupation america,small businesses create  percent jobs america,1
182,seniors insurance coverage medicare vantage establish share health handle see light,seniors coverage medicare advantage give share health care reform,1
183,educate thomas kid nail florida realise florida carry nation leader area,school kids arrested florida makes florida nations leader area,1
184,tx body politic economic system would rank in world,texas country economy would rank in world,1
185,oil trucking rig procedure united put forward rest period cosmos combined,oil rigs operation united states rest world combined,0
186,payday lenders benefit misfortunate lodge plus percent interest,payday lenders profit poor charging plus percent interest,1
187,sociable security trustingness stock sound without anything done would run well  evening clip changes could earnings per centum profit citizenry earned,social security trust fund sound without anything done would function well  even time changes could pay  percent benefits people earned,1
188,commitment voters ingest seriously officeholder buckeye state breach salute vote teddy boy stricklands income task hike vote soundly tuesday,commitment voters take seriously incumbent ohio break pledge vote ted stricklands income tax hike defeated soundly tuesday,1
189,obama administration shut brownish yellow spanking broadcast administration shutdown,obama administration shut amber alert program government shutdown,0
190,republicans  pct moslem vote,republicans  percent muslim vote,1
191,get word americas prison house universe exploding united states america greater percentage great unwashed fanny blockade nation world,see americas prison population exploding america greater percentage people behind bars nation world,1
192,pronounce hearing rep gabrielle giffords indicate gen david petraeus regular army put accent lesser extent environmentally damaging methods wounding clubbing foe impel order derogate carbon copy output,says hearing rep gabrielle giffords suggested gen david petraeus army put emphasis less environmentally damaging methods like stabbing clubbing enemy forces order minimize carbon output,0
193,every individual peerless forty one republican river senators immobilise upraise lower limit salary receive  costofliving adjustment january,every single one  republican senators blocked raise minimum wage receive  costofliving adjustment january,1
194,texas figure new manful babies many vote peerless day jose,texas  name new male babies many vote one day jose,1
195,marco rubio vote pass president obama strike syrian arab republic assad apply chemical weapon system people,marco rubio voted authorizing president obama strike syria assad used chemical weapons people,1
196,johnny cash clunkers program weve start  conk topical anesthetic junkyard youve start towage house youre expiration perplex,cash clunkers program weve got  go local junkyard youve got tow house youre going get,0
197,ace republican gut realise climate change real,one republican guts recognize climate change real,0
198,people work longsighted minutes lower wages almost new income belong crest unity percent,people work longer hours lower wages almost new income goes top  percent,1
199,st david dewhurst show advertize income tax,david dewhurst record promoting income tax,0
200,distributor point pleasant beach beaches private possess mesh business sector jenkinsons,point pleasant beach beaches privately owned operated businesses jenkinsons,1
201,retiring year per centum american english commute bear mind warfare afghanistan conclude shouldnt,past year  percent americans changed mind war afghanistan conclude shouldnt,0
202,cobblers last quintet years  hoi polloi killed usmexico border,last five years  people killed along usmexico border,0
203,express oh last place unemployment pace nation right guide pack terms subcontract creation,state ohio one lowest unemployment rates nation right leading pack terms job creation,0
204,says obama wellness regenerate law traverse millions access affordable insurance,says obama health reform law denies millions access affordable insurance,0
205,enunciate hb hasnt make motion needle one iota north carolina economy,says hb hasnt moved needle one iota north carolinas economy,0
206,shut  federal prison universe dwell illegal immigrants,close  federal prison population consists illegal immigrants,0
207,says twist sir walter scott called department education core function state,says rick scott called education core function state,0
208,family unit research council harmonize regime agencies terrorist group,family research council according government agencies terrorist group,0
209,articulate rep jim weidner declare oneself broadsheet taking away health maintenance  oregons children,says rep jim weidner proposed bill taking away health care  oregons children,1
210,state  election gov tom edmund kean large winning gross profit margin gubernatorial candidate new jersey history,says  election former gov tom kean largest winning margin gubernatorial candidate jersey history,1
211,obamacare gravid assess increase american history,obamacare biggest tax increase american history,0
212,aforementioned barack obama prepare commanding officer chief,said barack obama ready commander chief,1
213,median virile worker rural area check raise ostentatiousness adjusted years basically,median male worker country seen raise inflation adjusted  years basically,1
214,milwaukee mayor turkey cock barrett withstand job property taxes,milwaukee mayor tom barrett held line property taxes,0
215,im extremity domiciliate instance farm hunting expedition fund last election small share lesser extent,im member house representatives raised campaign funds last election small contributions less,1
216,dissimilar gridlock washington percent broadside overhaul cosmopolitan assembly two party support,unlike gridlock washington  percent bills passed general assembly bipartisan support,1
217,banter mandel dwell record military rank buckeye state investing fund improved,josh mandel lying record rating ohios investment fund improved,0
218,wrench dred scott took  family charter shore exercise trying hide,rick scott took  family leased land drilling trying hide,1
219,money potential rental oh turnpike would victimised,money possible lease ohio turnpike would used,1
220,lead last  united states america budget supernumerary  billion meter exact office annual shortfall  jillion visualize shortfall  jillion side side decade,beginning last decade  america budget surplus  billion time took office oneyear deficit  trillion projected deficits  trillion next decade,1
221,chairperson  nominating address confirmed quatern defeated,president  nominations confirmed four defeated,1
222,us taxpayer draw investment trust feisal abdul raufs trip heart east,us taxpayers forced fund feisal abdul raufs trip middle east,1
223,milwaukee county taxpayer paid  nail suit decisiveness sheriff david clarke jr utilize untrained discipline officers sort deputies police lakefront,milwaukee county taxpayers paid  settle lawsuit decision sheriff david clarke jr use untrained corrections officers rather deputies patrol lakefront,0
224,justice department policies federal bureau investigation director impede comey discuss detail federal investigating snug election,justice department policies fbi director james comey discussing details federal investigation close election,1
225,popular chairperson considerably efficacious creating privatesector jobs,democratic presidents considerably effective creating privatesector jobs,1
226,joe biden voted get go disconnect war oppose surge precious sectionalization iraq,joe biden voted first gulf war opposed surge wanted partition iraq,1
227,says rush limbaugh take percipient hed rather ensure nation fail chairwoman barack obama succeed,says rush limbaugh made clear hed rather see country fail president barack obama succeed,0
228,peerless percent american language multitude make percent income america wasnt room saint george george hw bush became president,one percent american people make  percent income america wasnt way george bush became president,1
229,armed forces recruiting went harvard every single twenty four hour period passim sentence kagan,military recruiting went harvard every single day throughout time kagan,1
230,says hayrick perrys plan tx cut funding populace schooltime,says rick perrys plan texas cut funding public schools,1
231,says david perdue neediness get rid usa section education would cost georgia schools  billion class rid million student loans,says david perdue wants abolish us department education would cost georgia schools  billion year eliminate millions student loans,1
232,apostle gentiles ryan budget marriage proposal would privatize medicare,paul ryan budget proposal would privatize medicare,1
233,gamey school students contain campus doubly potential grad four time lupus erythematosus potential grad theyve appeared court,high school students arrested campus twice likely graduate four times less likely graduate theyve appeared court,1
234,unify united states department state imprisons carry amelia moore nation world,united states imprisons nation world,1
235,state marco rubio one capable border,says marco rubio one open border,0
236,years federal official spending education department arise  percent psychometric test scores continue flat,years federal spending education grown  percent test scores remain flat,1
237,order cuts medicare impress great unwashed already make make,says cuts medicare affect people already paid paid,0
238,st david alameel render dollars support republican river party candidate including john cornyn greg abbott,david alameel giving thousands dollars support republican party candidates including john cornyn greg abbott,0
239,american health care system nathan birnbaum  percent home gdp cypher else close,american healthcare system burns  percent national gdp nobody else close,1
240,capital rhode island larboard  miles closer europe easterly port,providences port  miles closer europe eastern port,0
241,aver need exposure id purchase privine texas,says need photo id purchase sudafed texas,1
242,twenty percent living accommodations portlands drop zone affordable,twenty percent housing portlands pearl district affordable,1
243,order allowing payroll department revenue enhancement vacation expire would end costing another reckon  jobs,says allowing payroll tax holiday expire would end costing another estimated  jobs,1
244,hillary clinton patronize nafta permanent china trade pa missed thousands jobs,hillary clinton supported nafta permanent china trade pennsylvania lost thousands jobs,1
245,numerous subject area prove socalled righttowork laws beget jobs economical growth,numerous studies shown socalled righttowork laws generate jobs economic growth,1
246,obamas budget plan would fill home debt fourscore pct sodding home product  historically twoscore percent,obamas budget plan would take national debt  percent gross national product  historically  percent,1
247,says hillary hilary rodham clinton said vet occasion malicious gossip overexaggerated said meet buy farm,says hillary clinton said veterans affairs scandal overexaggerated said satisfied going,0
248,tug health care crushed theyve years,driven health care costs lowest theyve  years,0
249,chairperson barack obamas initial answer try christmas day underclothing bomber enounce act sequester extremist,president barack obamas initial response heard christmas underwear bomber say act isolated extremist,1
250,says sen sherrod brown accommodate  trillion stimulus law go specifically round republican require american language taxes arrogate stimulus bill didnt decent taxes,says sen sherrod brown admitted  billion stimulus law failed specifically attacking republicans wanting lower americans taxes claims stimulus bill didnt enough lower taxes,1
251,mess great unwashed develop rich give top tax value percent,lot people got rich pay top tax rate  percent,1
252,charleston sc shootershould neer throw gun worldwide background stay firm enough,charleston sc shootershould never given gun universal background check fast enough,1
253,sixtyfive percent iraki citizenry say okey shoot american language soldier,sixtyfive percent iraqi people say okay shoot american soldier,0
254,dozen judges cast effectual challenges health tending natural law pooh pooh feeling health tending natural law unconstitutional,twelve judges thrown legal challenges health care law rejected notion health care law unconstitutional,0
255,enounce gov chris dame agatha mary clarissa christie proposal cut state income taxes would second taxation cut full bodied regulator deuce years,says gov chris christies proposal reduce state income taxes would second tax cut rich governor two years,1
256,earl warren buffett still support,warren buffett still support,1
257,says george lemieux one republicans vote chief executive barack obamas caper bill,says george lemieux one two republicans voted president barack obamas jobs bill,1
258,precinct allen westpatrick tater recite septet registered voters guatemalan biotic community add picture  voted,precinct allen westpatrick murphy recount  registered voters guatemalan community tally showed  voted,0
259,great unwashed unemployment charter post unemployment,people unemployment took office unemployment,1
260,unrivalled person kathleen sebelius function ascertain whether yearold lung affected role sarah murnaghan would subsist die,one person kathleen sebelius going determine whether yearold lung patient sarah murnaghan would live die,0
