,clean_text,clean_title,label
62,"Justice Elena Kagan ""took a stand, and the Supreme Court unanimously ruled that she was wrong.""","on military recruiters at harvard, elena kagan ""took a position and the supreme court ruled unanimously that she was wrong.""",1
63,"there are 31,092 public school teachers in texa. and there are 313,850 non-teachers in our public schools.","there are 321,092 public school teachers in texas. and there are 313,850 non-teachers in our public schools.",1
64,"Under Mayor Cicilline, [Providence] was a city of refuge.","under mayor cicilline, [providence] was a sanctuary city.",0
65,Transgender people have a 1 in 12 chance of being murdered in the US.,transgender individuals in the u.s. have a 1-in-12 chance of being murdered.,0
66,"In bain capital, we helped found an early childhood education company called bright horizons, which First Lady Michelle Obama rightly praised.","at bain capital, we helped start an early childhood learning company called bright horizons that first lady michelle obama rightly praised.",1
67,"""I don't know,"" says the man who stormed up to him on stage during the day, chatting about Isis or talking to him in his social media posts.","says the man who rushed the stage at him in dayton, ohio, had chatter about isis, or with isis in his social media posts.",0
68,U.S. Rep. Phil Gingrey gave the government authority to spy on Americans electronically without a warrant.,u.s. rep. phil gingrey gave the government the power to electronically spy on americans without a warrant.,0
69,alex sink has siphoned off three-quarters of a million dollars in unsolicited orders to Bank of America.,alex sink funneled three quarters of a million dollars in no-bid contracts to bank of america.,0
70,"If you take population growth here in the Virgin, we have zero net job creation since (Bob McDonell) became governor.","if you take the population growth here in virginia, we are net zero on job creation since (bob mcdonnell) became governor.",1
71,"Under Obama, homes collapsed in Florida, construction jobs were lost, and the state had a high foreclosure rate.","under obama, home values in florida collapsed, construction jobs were lost and the state had a high foreclosure rate.",0
72,"Arizona's new immigration law ""states that any law enforcement officer can stop anyone they deem reasonably suspicious of being an undocumented person.""","the new arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""",1
73,The only time in our history that debt was higher than it is today was the end of World War II.,the only time in our history when the debt has been higher than this was the end of world war ii.,1
74,Health care costs are now the single biggest factor driving down the federal budget deficit.,the cost of health care is now the single-biggest factor driving down the federal budget deficit.,1
75,"During the recession, the consumer in his native perverse has started to save. The saving rate is now 6.2 percent.","during the recession, the consumer in his native perversity has begun to save. the savings rate is now 6.2 percent.",1
76,On whether a nominee for the U.S. Supreme Court should be presented at confirmation hearings.,on whether a u.s. supreme court nominee should be forthcoming at confirmation hearings.,0
77,One in three homeless men in the US is a veteran.,says one out of three u.s. homeless men is a veteran.,0
78,Charlie Crist says he supports cuts to the medical benefits program.,says charlie crist supports cuts to the medicare advantage program.,0
79,I think it is unacceptable that the Chinese are now larger in wind power and solar panels and photovoltaic manufacturing than the whole of Europe put together - forget the United States.,i think it is unacceptable for the chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of europe put together -- forget the united states.,1
80,"""I think it's a good idea,"" said Scott Brown, an employer-sponsored law that allows women to deny birth control coverage.",says scott brown co-sponsored legislation to let employers deny women coverage for birth control.,1
81,"At some point in their lives, 99% of women use birth control.","at some point in their lives, 99% of women use birth control.",1
82,"Over the last 20 years, Egypt has made great progress in political and democratic reforms.","in the past 20 years, egypt has made great strides in political and democratic reform.",0
83,the attention paid this week to Chris Christie makes the coverage of Benghazi fade...,the amount of attention paid this week to chris christie makes the coverage of benghazi ... pale in significance.,0
84,U.S. Rep. Steve Southerland said he voted to maintain the shutdown.,says u.s. rep. steve southerland voted to keep the shutdown going.,1
85,in rick perrys texas we import nurses... from other countries.,"in rick perrys texas, we import nurses ... from other countries.",1
86,There is federal criminal law that says it is a crime to transport prostheses across state lines.,there is a federal criminal law that says its a crime to transport dentures across state lines.,1
87,"Between 1990 and 2005, we built a new prison every 10 days to keep pace with our mass incarceration of non-violent offenders.",we built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.,1
88,"McCain's tax plan offers ""virtually nothing for the middle class.""","sen. mccain's tax plan provides ""virtually nothing to the middle class.""",0
89,Austria is burdened by the fastest-growing tax increases of all the country's major cities.,austin is burdened by the fastest-growing tax increases of any major city in the nation.,0
90,"Phoenix, Arizona, is the kidnapping capital of the world No.","phoenix, arizona, is the no. 2 kidnapping capital of the world.",0
91,I belong to the afl-cio.,i belong to the afl-cio.,1
92,The insurance commissioner cannot squat when it comes to health care.,the insurance commissioner cant do squat about health care.,1
93,"According to one poll, he was the only Republican candidate to beat Barack Obama in Texas - by eight points.",says a poll found him the only republican candidate who could beat barack obama in texas -- and by eight points.,1
94,"President Ronald Reagan sent troops into the conflict only under one circumstance, namely in Grenada, where we found ourselves in a peacekeeping environment in Lebanon.","president ronald reagan sent troops into conflict only in one circumstance, which was in grenada we were in a peacekeeping setting in lebanon.",0
95,"says David Jolly, who supports the privatisation of social security.",says david jolly supports privatizing social security.,0
96,Did you know that population growth is at its lowest level since the Great Depression?,did you know us population growth is at its lowest since the great depression?,1
97,"The average student in florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cell phones.","the average student in florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.",1
98,"Since 1968, more Americans have died from gun violence than in any war in this country's history.","since 1968, more americans have died from gunfire than died in all the wars of this countrys history.",1
99,A foreclosure tax that would take effect in 2013 could impose a heavy tax burden on those facing foreclosure and on millions of families who modified their mortgages or had short sales through their lender.,a foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.,1
100,The website freshfromflorida.com of the Ministry of Agriculture in Florence can be used to obtain permission to carry a loaded concealed weapon without ever leaving the house.,the florida department of agricultures website freshfromflorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house.,0
101,"The atlanta tram is expected to create 930 jobs during the construction period, a total of more than 5600 jobs over the next 20 years.","the atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",0
102,Raising the minimum wage to $10.10 an hour would help lift more than a million Americans out of poverty.,"raising the minimum wage to $10.10 an hour, would help lift over a million americans out of poverty.",1
103,"says Secretary of State John Kerry when he was a senator, flew to Managua and met with a communist dictator, Daniel Ortega, and accused the Reagan administration of being involved in terrorism.","says secretary of state john kerry, when he was a senator, flew to managua and met with a communist dictator there, daniel ortega, and accused the reagan administration of engaging in terrorism.",1
104,"nato opens a big terror department.... I'm sure I won't get any credit for that, but that was mainly because of what I said and my criticism of nato.","nato is opening up a major terror division. ... im sure im not going to get credit for it, but that was largely because of what i was saying and my criticism of nato.",0
105,sen. obama has always had a 100 percent prochoice rate.,sen. obama has always had a 100 percent prochoice rating.,1
106,"Since Gina Raimondo took office, the investment fees for the state pension portfolio have risen from about $12 million a year to about $50 million.","since gina raimondo took office, investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million.",1
107,The (federal) debt is growing by more than $4 billion a day.,the (federal) debt is growing by more than $4 billion a day.,1
108,"Under President Barack Obama's jobs law, states would no longer have to lay off teachers, firefighters and police officers.","under president barack obamas jobs bill, states would no longer have to lay off teachers, firefighters and police officers.",1
109,"Of our 98,000 K-12 teachers, more than 53,000 are now over 50 years old.","of our 98,000 teachers who are k-12, over 53,000 of those teachers today are over 50 years old.",0
110,Two thirds of people receiving Unemployment Benefit II do not have to look for work because of the current exemptions.,two-thirds of wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.,1
111,"Under President Obama's health care overhaul, the premium for an average plan for a family dropped not by $2,500 a year, but by $2,500 a year.","under president obamas health-care reforms, the premium for an average plan for a family didnt go down by $2,500 per year, its gone up about $2,500 per year.",1
112,"The Irish also looked at liberal groups, groups that were progressive in their name.... the Irish basically looked at all of them.","the irs also investigated liberal groups, groups that had progressive in their name. ... the irs was basically looking at everybody.",1
113,Obama promises that unemployment would never rise above 8 percent.,says obama promised unemployment would never go above 8 percent.,0
114,The economy is creating jobs at the fastest pace since 1999.,the economy is creating jobs at the fastest pace since 1999.,1
115,President obama chose not to meet with Prime Minister Benjamin Netanyahu in New York.,president obama decided not to meet with prime minister benjamin netanyahu in new york.,1
116,"In most states, you can marry freely now, but you can still get fired because you love someone.","in a majority of states, you can now marry freely, but can still be fired for who you love.",1
117,", say oregon reps. peter defazio and graf blumenauer are socialists who openly serve in the US Congress.",say oregon reps. peter defazio and earl blumenauer are socialists who are openly serving in the u.s. congress.,0
118,"Rudy Giuliani is ""probably the least qualified man since George Bush to run for president.""","rudy giuliani is ""probably the most underqualified man since george bush to seek the presidency.""",0
119,"About half the presidents were governors, half were senators.","about half of the presidents have been governors; half of them, senators.",0
120,"After the British voted to leave the European Union within 24 hours, the Americans lost $100 billion of our 401 (k) s.","after britains vote to leave the european union, within 24 hours, americans lost $100 billion from our 401(k)s.",1
121,"Medicaid spending fell 1.9 percent in 2012, the second such decline in 47 years.","medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years.",1
122,"88 Texas stables died on duty, he said.",says 88 texas constables have died in the line of duty.,1
123,"Gov. rick Scott cut the cost of prepaid college tuition by nearly $20,000.","gov. rick scott cut the cost of prepaid college tuition by nearly $20,000.",1
124,The city of Columbus would save $41 million a year if employees had to pay into their own guaranteed pensions.,"the city of columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.",1
125,"As Florida's cfo, I shut down Krakow's scam and transferred more than $1.2 million to Josephine and other victims of this scam.","as florida's cfo, i shut down krakow's scam and refunded more than $1.2 million to josephine and other victims of this con man.",1
126,"In the 1980s, they had more women earning degrees in computer science by a factor of 2-plus than they do today.",you had more women getting computer sciences degrees in the 80s by a factor of 2-plus than you do now.,1
127,The Air Force wants taxpayers to fund a fantasy league.,the air force wants taxpayers to fund a fantasy football league.,0
128,Barack Obama will... force the courts to accept Islamic Sharia law in domestic disputes.,barack hussein obama will ... force courts to accept islamic sharia law in domestic disputes.,0
129,About 3 percent of murders and crimes are committed with weapons by people who actually (legally) buy those weapons.,about 3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.,1
130,Some neighbourhood schools are closing.,some neighborhood schools are closing.,1
131,He told gay organizers in mascots that he was a stronger champion of special rights than a Kennedy.,he told gay organizers in massachusetts he would be a stronger advocate for special rights than even ted kennedy.,1
132,"In the years I was speaker, the Florida House consistently offered meager budgets than the governor.","the years that i was speaker, the florida house consistently offered leaner budgets than the governor offered.",1
133,"We are almost halfway to our 2010 target of creating 700,000 new jobs in seven years.","we are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.",0
134,The US Supreme Court has ruled that social security is not guaranteed.,says the u.s. supreme court found that social security is not guaranteed.,1
135,Saysmichael Bennet wants to close Guantanamo Bay as a prison and bring terrorists right here to Colorado.,saysmichael bennet wants to close guantanamo bay prisonand bring terrorists right here to colorado.,0
136,Orangutans have an amazing and free way to fight abortion with free political donations,oregonians have an amazing no-cost way to fight abortion with free political donations,1
137,"the president said that he would bring 250,000 (Syrian and Iraqi) refugees to this country.","the president said hes going to bring in 250,000 (syrian and iraqi) refugees into this country.",0
138,"Research shows that a large majority of immigrants arriving today come here because they believe that the state is the source of wealth, and they support that.","research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.",0
139,Newt Gingrich's immigration plan offers a new path to amnesty.,newt gingrichs immigration plan offers a new doorway to amnesty.,1
140,mr. caprio is a career politician who has never worked in the private sector.,mr. caprio is a career politician who has never worked in the private sector.,0
141,"In Rhode Island, 9 percent of workers use the state's temporary disability insurance program each year, compared with just 3 percent in new leotards.","in rhode island, 9 percent of workers use the states temporary disability insurance program each year while in new jersey, the rate is only 3 percent.",0
142,"In just 17 years, spending on Social Security, federal health care, and interest on the debt will exceed all tax revenues!","in just 17 years, spending for social security, federal health care and interest on the debt will exceed all tax revenue!",1
143,President Obama took more money from Wall Street during the 2008 campaign than ever before.,president obama took more money from wall street in the 2008 campaign than anybody ever had.,1
144,Donald Trump has said nuclear proliferation is OK.,donald trump has said nuclear proliferation is ok.,1
145,"Hillary Clinton has raised more than $800,000 from lobbyists.","hillary clinton has taken over $800,000 from lobbyists.",1
146,Barack Obama has never worked in business.,barack obama has never even worked in business.,0
147,Arizona's immigration law explicitly prohibits racial profiling.,says the arizona immigration law expressly bans racial profiling.,1
148,Gov. Rick Perry has pleaded with the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.,says gov. rick perry has been begging for the federal government to send the coast guard to patrol two lakes on the u.s.-mexico border.,0
149,"On the contrary, more than 300,000 veterans have died waiting for care.","on the va: over 300,000 veterans have died waiting for care.",0
150,Now 42 per cent of our economy is spent on the state.,were now spending 42 percent of our economy on government.,1
151,Rob Cornilles supports the privatisation of medical care.,rob cornilles supports privatizing medicare.,0
152,"In 2005, he tried to expand third-trimester abortions in Texas.","in 2005, dan branch tried to expand third-trimester abortions in texas.",0
153,We (Democrats) have made steady progress in creating jobs and improving our schools.,we (democrats) have made steady progress creating jobs and improving our schools.,1
154,Michigan and Massachusetts lifted their deposit and could no longer afford the program because the repayments were so high that there was no profit in it.,michigan and massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there.,0
155,"Whether you like it or not, half of our general income goes to education.","whether you like to admit it or not, half our general revenue goes to education.",1
156,I am the only one who has fought against developers draining the forest glades!,im the only one whos fought against developers draining the everglades!,0
157,"""It's a Ponzi scheme,"" says Ron Johnson, who calls Social Security a Ponzi scheme and wants to privatize the program.",says ron johnson calls social security a ponzi scheme and wants to privatize the program.,1
158,"There are 31 other states and 10,000 other cities that have the same policies that we just passed, referring to Carolina's House bill 2.","there are 31 other states and 10,000 other cities that have the same type of policies that we just passed, referring to north carolinas house bill 2.",1
159,Climate change is directly linked to the rise of terrorism.,climate change is directly related to the growth of terrorism.,0
160,The jobs bill includes President Obama's tax on soup kitchens,the jobs bill includes president obamas tax on soup kitchens,0
161,says that the Obama administration has spent taxpayer money on electric cars in Finland (and) windmills in China.,says the obama administration spent taxpayer dollars on electric cars in finland (and) windmills in china.,0
162,"When Sarah was mayor of Wasilla, she tried to fire our highly respected city librarian because he refused to consider removing some of the books Sarah wanted removed from the library.",while sarah was mayor of wasilla she tried to fire our highly respected city librarian because the librarian refused to consider removing from the library some books that sarah wanted removed.,1
163,"If Milwaukee agrees to reduce its maximum statute of limitations for marijuana possession to $50, the city would have 23 different bicycle violations with a higher expiration date.","if milwaukee approves reducing its maximum forfeiture for marijuana possession to $50, the city would have 23 different bicycle violations that have a higher forfeiture.",1
164,We have more illegal immigrants here than we did five years ago.,we have more illegal immigrants here than we did five years ago.,0
165,Rick Perry wrote a letter in support of hillarycare.,says rick perry wrote a letter supporting hillarycare.,0
166,The U.S. Patent and Trademark Office received no complaints about the Washington Redskins name.,the u.s. patent and trademark office received zero complaints about the washington redskins name.,0
167,"The president's health care proposals will raise, not lower, premiums for most Americans, and hundreds of millions of people will lose their current coverage.","the presidents health care proposals will cause most americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.",0
168,"(Mexican immigrants) are more law-abiding than US citizens, and that's a statistic.",(mexican immigrants) are more law-abiding than u.s. citizens and that is a statistic.,1
169,Chris Christie says he has vetoed a work package of 30 bills.,says chris christie vetoed a jobs package of 30 bills.,1
170,There are already more American jobs in the solar industry than in coal mining.,there are already more american jobs in the solar industry than in coal mining.,1
171,Illinois gubernatorial candidate Bill Brady says his first priority after winning the primaries was to support a bill that would allow the mass euthanasia of dogs and cats in gas chambers.,says illinois gubernatorial candidate bill bradys first priority after winning the primary was to sponsor a bill that would mass-euthanize sheltered dogs and cats in gas chambers.,1
172,Barack Obama is in an economy that has only gotten worse since he became president of the United States.,barack obama is in an economy thats only worsened since hes been president of the united states.,1
173,"Romney failed to take action against ""sanctuary cities"" in Massachusetts.","romney failed to take action against ""sanctuary cities"" in massachusetts.",1
174,"Gov. Chris Christie says New Jersey is nearly 200,000 fewer jobs than before the height of the recession and with Gov. Chris Christie New Jersey has lagged the rest of America when it comes to unemployment for 12 consecutive months.","says new jersey is down nearly 200,000 jobs from its pre-recession peak and with gov. chris christie new jersey has trailed the rest of america when it comes to unemployment for 12 consecutive months.",1
175,Thomas says Duncan came to the United States with an elevated temperature.,says thomas eric duncan came into the united states with an elevated temperature.,0
176,We have been in Afghanistan longer than any other foreign country fighting a war in the history of our nations.,we have been in afghanistan longer now than we have been in any foreign land conducting a war in our nations history.,1
177,Gas prices have risen two dollars since Obama took office.,gas prices have gone up $2 since obama took office.,1
178,Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,1
179,Judges get better services at a lower cost than everyone else in the state.,says judges get better benefits at a lower cost than everybody else in the state.,1
180,There are a lot of casinos around the country that have gone bankrupt.,there are a lot of casinos across the country that have gone bankrupt.,1
181,Small businesses create 70 percent of jobs in America.,small businesses create 70 percent of the jobs in america.,1
182,"Seniors with health care benefits give up ""more than their share"" because of health reform","seniors with coverage under medicare advantage will give up ""more than their share"" because of health care reform",1
183,"More than 12,000 school children have been arrested in florida, making it the nation's leader in the area.","over 12,000 school kids were arrested in florida. it makes florida the nations leader in that area.",1
184,"If Texas were a country, our economy would be ranked 10th... in the world.",if texas were a country our economy would rank # 10...in the world.,1
185,There are more oil platforms in operation in the United States than in the rest of the world combined.,there are more oil rigs in operation in the united states than the rest of the world combined.,0
186,"Payday lenders benefit the poor by charging more than 1,000 per cent interest.","payday lenders profit from the poor by charging 1,000-plus percent interest.",1
187,"the social security trust fund is sound. without anything being done, it would work well into 2038; and even after that, without changes, we could pay out 80% of the benefits people deserve.","the social security trust fund is sound. without anything being done, it would function well into 2038; and even after that time with no changes, we could pay 80 percent of the benefits that people have earned.",1
188,It's a commitment that voters take very seriously: The only Ohio incumbent who reneged on his promise and voted to raise income tax suffered a resounding defeat on Tuesday.,it is a commitment voters take very seriously: the only incumbent in ohio to break his pledge and vote for ted stricklands income tax hike was defeated soundly on tuesday.,1
189,The Obama administration halted the Amber Alert program because of the government shutdown.,the obama administration shut down the amber alert program because of the government shutdown.,0
190,Republicans have 2 percent of the Muslim vote.,the republicans have 2 percent of the muslim vote.,1
191,"We see America's prison population exploding, and America has a greater percentage of its people behind bars than any other nation in the world!","[w]e see americas prison population exploding, with america having a greater percentage of its people behind bars than any other nation in the world!",1
192,"Rep. Gabrielle Giffords told Gen. David Petraeus at a hearing that the Army should place more emphasis on less polluting methods, such as stabbings or strikes against enemy forces, to minimize carbon dioxide emissions.","says that in a hearing, rep. gabrielle giffords suggested to gen. david petraeus that the army put more emphasis on less environmentally damaging methods, like stabbing or clubbing enemy forces in order to minimize the carbon output.",0
193,"Each of the 41 Republican senators who have just blocked an increase in the minimum wage will receive a $2,800 cost-of-living adjustment on January 1, 2015.","every single one of the 41 republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on january 1, 2015.",1
194,"in texas is the name 1 for new male babies, many of whom will one day choose jose.","in texas, the no. 1 name for new male babies many of whom will vote one day is jose.",1
