,clean_text,clean_title,label
16,mccain opposed a requirement that the government buy american-made motorcycles. and he said all buy-american provisions were quote 'disgraceful.' ,mccain opposed a requirement that the government buy american-made motorcycles. and he said all buy-american provisions were quote 'disgraceful.' ,1
17,"u.s. rep. ron kind, d-wis., and his fellow democrats went on a spending spree and now their credit card is maxed out","u.s. rep. ron kind, d-wis., and his fellow democrats went on a spending spree and now their credit card is maxed out",0
18,"water rates in manila, philippines, were raised up to 845 percent when a subsidiary of the world bank became a partial owner.","water rates in manila, philippines, were raised up to 845 percent when a subsidiary of the world bank became a partial owner.",1
19,"almost 100,000 people left puerto rico last year.","almost 100,000 people left puerto rico last year.",1
20,women and men both are making less when you adjust for inflation than when john kitzhaber was first elected governor.,women and men both are making less when you adjust for inflation than when john kitzhaber was first elected governor.,0
21,the united states has the highest corporate tax rate in the free world.,the united states has the highest corporate tax rate in the free world.,1
22,we just had the best year for the auto industry in america in history.,we just had the best year for the auto industry in america in history.,1
23,"says scott walker favors cutting up to 350,000 families and children off health care.","says scott walker favors cutting up to 350,000 families and children off health care.",1
24,says mitt romney wants to get rid of planned parenthood.,says mitt romney wants to get rid of planned parenthood.,0
25,i dont know who (jonathan gruber) is.,i dont know who (jonathan gruber) is.,0
26,hate crimes against american muslims and mosques have tripled after paris and san bernardino.,hate crimes against american muslims and mosques have tripled after paris and san bernardino.,1
27,rick perry has never lost an election and remains the only person to have won the texas governorship three times in landslide elections.,rick perry has never lost an election and remains the only person to have won the texas governorship three times in landslide elections.,1
28,"isis supporter tweeted at 10:34 a.m. shooting began at 10:45 a.m. in chattanooga, tenn.","isis supporter tweeted at 10:34 a.m. shooting began at 10:45 a.m. in chattanooga, tenn.",0
29,youth unemployment in minority communities is about 40 to 45 percent.,youth unemployment in minority communities is about 40 to 45 percent.,1
30,says paul ryan is still endorsing trump.,says paul ryan is still endorsing trump.,1
31,"if you look at states that are right to work, they constantly do not have budget deficits and they have very good business climates.","if you look at states that are right to work, they constantly do not have budget deficits and they have very good business climates.",0
32,what (the obama administration is) going to come out with in the next several months is youre not even going to be able to burn coal very limitedly in the existing plants.,what (the obama administration is) going to come out with in the next several months is youre not even going to be able to burn coal very limitedly in the existing plants.,0
33,we cut business taxes so today 70 percent of our businesses dont pay a business tax.,we cut business taxes so today 70 percent of our businesses dont pay a business tax.,1
34,says mark pryor votes with obama 93 percent of the time.,says mark pryor votes with obama 93 percent of the time.,1
35,we have a federal government that thinks they have the authority to regulate our toilet seats.,we have a federal government that thinks they have the authority to regulate our toilet seats.,1
36,austin is a city that has basically doubled in size every 25 years or so since it was founded.,austin is a city that has basically doubled in size every 25 years or so since it was founded.,1
37,"the nuclear test conducted in our nation this time is the earth's 2,054th nuclear test. the five permanent members of the u.n. security council have conducted 99.99 percent of the total nuclear tests.","the nuclear test conducted in our nation this time is the earth's 2,054th nuclear test. the five permanent members of the u.n. security council have conducted 99.99 percent of the total nuclear tests.",1
38,"in the case of a catastrophic event, the atlanta-area offices of the centers for disease control and prevention will self-destruct.","in the case of a catastrophic event, the atlanta-area offices of the centers for disease control and prevention will self-destruct.",0
39,"under president george w. bush, we added $4.9 trillion to the debt. under president obama weve added $6.5 trillion to the debt.","under president george w. bush, we added $4.9 trillion to the debt. under president obama weve added $6.5 trillion to the debt.",1
40,says a u.s. supreme court justice suggested that some u.s. cases will be decided based on south african law.,says a u.s. supreme court justice suggested that some u.s. cases will be decided based on south african law.,0
41,says marco rubio skipped 18 defense votes including one to arm the kurds to fight isis.,says marco rubio skipped 18 defense votes including one to arm the kurds to fight isis.,1
42,"rep. david cicilline is responsible for the federal loan guarantee to solyndra, the failed solar company","rep. david cicilline is responsible for the federal loan guarantee to solyndra, the failed solar company",0
43,says ohio budget item later signed into law by gov. john kasich requires women seeking an abortion to undergo a mandatory vaginal probe.,says ohio budget item later signed into law by gov. john kasich requires women seeking an abortion to undergo a mandatory vaginal probe.,0
44,we have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' ,we have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' ,0
45,african-american youth unemployment is 51 percent. hispanic youth unemployment is 36 percent.,african-american youth unemployment is 51 percent. hispanic youth unemployment is 36 percent.,1
46,"obamacare will provide insurance to all non-u.s. residents, even if they are here illegally.","obamacare will provide insurance to all non-u.s. residents, even if they are here illegally.",0
47,president barack obama took exactly none of his own deficit reduction commissions ideas. not one.,president barack obama took exactly none of his own deficit reduction commissions ideas. not one.,0
48,it was under barack obama and hillary clinton that changed the rules of engagement that probably cost (capt. humayun khans) life.,it was under barack obama and hillary clinton that changed the rules of engagement that probably cost (capt. humayun khans) life.,0
49,hillary clinton in 2005 co-sponsored legislation that would jail flag burners.,hillary clinton in 2005 co-sponsored legislation that would jail flag burners.,1
50,says the paperback edition of mitt romneys book deleted line that massachusetts individual mandate should be the model for the country,says the paperback edition of mitt romneys book deleted line that massachusetts individual mandate should be the model for the country,0
51,"maggie hassan raised tuition, making it the highest in america.","maggie hassan raised tuition, making it the highest in america.",0
52,says terry mcauliffe is the person who invented the scheme to rent out the lincoln bedroom.,says terry mcauliffe is the person who invented the scheme to rent out the lincoln bedroom.,0
53,"we created 800,000 new jobs, we cut the unemployment rate almost in half and today new york state has more private sector jobs than it has ever had in its history","we created 800,000 new jobs, we cut the unemployment rate almost in half and today new york state has more private sector jobs than it has ever had in its history",1
54,"we have towns in west texas that are out of water, that are having to truck in water.","we have towns in west texas that are out of water, that are having to truck in water.",0
55,"in georgia, women earn 82 cents for every dollar earned by men.","in georgia, women earn 82 cents for every dollar earned by men.",1
56,a federal system that verifies employees are authorized to work in the u.s. is inaccurate anywhere from 50 percent all the way up to in excess of 80 percent of the time.,a federal system that verifies employees are authorized to work in the u.s. is inaccurate anywhere from 50 percent all the way up to in excess of 80 percent of the time.,1
57,"they were going to build the wall a while ago, not so long ago, like in 06. and they couldnt get environmental impact statements.","they were going to build the wall a while ago, not so long ago, like in 06. and they couldnt get environmental impact statements.",0
58,sen. obama's campaign announced that he's choosing his cabinet.,sen. obama's campaign announced that he's choosing his cabinet.,0
59,"in 2008, only 54 percent of latinos in texas were registered to vote and only 35 percent actually turned out.","in 2008, only 54 percent of latinos in texas were registered to vote and only 35 percent actually turned out.",1
60,only 2 percent of public high schools in the country offer pe classes.,only 2 percent of public high schools in the country offer pe classes.,0
61,"said he's the only republican candidate ""who's actually turned around a government economy.""","said he's the only republican candidate ""who's actually turned around a government economy.""",1
62,"on military recruiters at harvard, elena kagan ""took a position and the supreme court ruled unanimously that she was wrong.""","on military recruiters at harvard, elena kagan ""took a position and the supreme court ruled unanimously that she was wrong.""",1
63,"there are 321,092 public school teachers in texas. and there are 313,850 non-teachers in our public schools.","there are 321,092 public school teachers in texas. and there are 313,850 non-teachers in our public schools.",1
64,"under mayor cicilline, [providence] was a sanctuary city.","under mayor cicilline, [providence] was a sanctuary city.",0
65,transgender individuals in the u.s. have a 1-in-12 chance of being murdered.,transgender individuals in the u.s. have a 1-in-12 chance of being murdered.,0
66,"at bain capital, we helped start an early childhood learning company called bright horizons that first lady michelle obama rightly praised.","at bain capital, we helped start an early childhood learning company called bright horizons that first lady michelle obama rightly praised.",1
67,"says the man who rushed the stage at him in dayton, ohio, had chatter about isis, or with isis in his social media posts.","says the man who rushed the stage at him in dayton, ohio, had chatter about isis, or with isis in his social media posts.",0
68,u.s. rep. phil gingrey gave the government the power to electronically spy on americans without a warrant.,u.s. rep. phil gingrey gave the government the power to electronically spy on americans without a warrant.,0
69,alex sink funneled three quarters of a million dollars in no-bid contracts to bank of america.,alex sink funneled three quarters of a million dollars in no-bid contracts to bank of america.,0
70,"if you take the population growth here in virginia, we are net zero on job creation since (bob mcdonnell) became governor.","if you take the population growth here in virginia, we are net zero on job creation since (bob mcdonnell) became governor.",1
71,"under obama, home values in florida collapsed, construction jobs were lost and the state had a high foreclosure rate.","under obama, home values in florida collapsed, construction jobs were lost and the state had a high foreclosure rate.",0
72,"the new arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""","the new arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""",1
73,the only time in our history when the debt has been higher than this was the end of world war ii.,the only time in our history when the debt has been higher than this was the end of world war ii.,1
74,the cost of health care is now the single-biggest factor driving down the federal budget deficit.,the cost of health care is now the single-biggest factor driving down the federal budget deficit.,1
75,"during the recession, the consumer in his native perversity has begun to save. the savings rate is now 6.2 percent.","during the recession, the consumer in his native perversity has begun to save. the savings rate is now 6.2 percent.",1
76,on whether a u.s. supreme court nominee should be forthcoming at confirmation hearings.,on whether a u.s. supreme court nominee should be forthcoming at confirmation hearings.,0
77,says one out of three u.s. homeless men is a veteran.,says one out of three u.s. homeless men is a veteran.,0
78,says charlie crist supports cuts to the medicare advantage program.,says charlie crist supports cuts to the medicare advantage program.,0
79,i think it is unacceptable for the chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of europe put together -- forget the united states.,i think it is unacceptable for the chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of europe put together -- forget the united states.,1
80,says scott brown co-sponsored legislation to let employers deny women coverage for birth control.,says scott brown co-sponsored legislation to let employers deny women coverage for birth control.,1
81,"at some point in their lives, 99% of women use birth control.","at some point in their lives, 99% of women use birth control.",1
82,"in the past 20 years, egypt has made great strides in political and democratic reform.","in the past 20 years, egypt has made great strides in political and democratic reform.",0
83,the amount of attention paid this week to chris christie makes the coverage of benghazi ... pale in significance.,the amount of attention paid this week to chris christie makes the coverage of benghazi ... pale in significance.,0
84,says u.s. rep. steve southerland voted to keep the shutdown going.,says u.s. rep. steve southerland voted to keep the shutdown going.,1
85,"in rick perrys texas, we import nurses ... from other countries.","in rick perrys texas, we import nurses ... from other countries.",1
86,there is a federal criminal law that says its a crime to transport dentures across state lines.,there is a federal criminal law that says its a crime to transport dentures across state lines.,1
87,we built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.,we built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.,1
88,"sen. mccain's tax plan provides ""virtually nothing to the middle class.""","sen. mccain's tax plan provides ""virtually nothing to the middle class.""",0
89,austin is burdened by the fastest-growing tax increases of any major city in the nation.,austin is burdened by the fastest-growing tax increases of any major city in the nation.,0
90,"phoenix, arizona, is the no. 2 kidnapping capital of the world.","phoenix, arizona, is the no. 2 kidnapping capital of the world.",0
91,i belong to the afl-cio.,i belong to the afl-cio.,1
92,the insurance commissioner cant do squat about health care.,the insurance commissioner cant do squat about health care.,1
93,says a poll found him the only republican candidate who could beat barack obama in texas -- and by eight points.,says a poll found him the only republican candidate who could beat barack obama in texas -- and by eight points.,1
94,"president ronald reagan sent troops into conflict only in one circumstance, which was in grenada we were in a peacekeeping setting in lebanon.","president ronald reagan sent troops into conflict only in one circumstance, which was in grenada we were in a peacekeeping setting in lebanon.",0
95,says david jolly supports privatizing social security.,says david jolly supports privatizing social security.,0
96,did you know us population growth is at its lowest since the great depression?,did you know us population growth is at its lowest since the great depression?,1
97,"the average student in florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.","the average student in florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.",1
98,"since 1968, more americans have died from gunfire than died in all the wars of this countrys history.","since 1968, more americans have died from gunfire than died in all the wars of this countrys history.",1
99,a foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.,a foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.,1
100,the florida department of agricultures website freshfromflorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house.,the florida department of agricultures website freshfromflorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house.,0
101,"the atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.","the atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",0
102,"raising the minimum wage to $10.10 an hour, would help lift over a million americans out of poverty.","raising the minimum wage to $10.10 an hour, would help lift over a million americans out of poverty.",1
103,"says secretary of state john kerry, when he was a senator, flew to managua and met with a communist dictator there, daniel ortega, and accused the reagan administration of engaging in terrorism.","says secretary of state john kerry, when he was a senator, flew to managua and met with a communist dictator there, daniel ortega, and accused the reagan administration of engaging in terrorism.",1
104,"nato is opening up a major terror division. ... im sure im not going to get credit for it, but that was largely because of what i was saying and my criticism of nato.","nato is opening up a major terror division. ... im sure im not going to get credit for it, but that was largely because of what i was saying and my criticism of nato.",0
105,sen. obama has always had a 100 percent prochoice rating.,sen. obama has always had a 100 percent prochoice rating.,1
106,"since gina raimondo took office, investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million.","since gina raimondo took office, investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million.",1
107,the (federal) debt is growing by more than $4 billion a day.,the (federal) debt is growing by more than $4 billion a day.,1
108,"under president barack obamas jobs bill, states would no longer have to lay off teachers, firefighters and police officers.","under president barack obamas jobs bill, states would no longer have to lay off teachers, firefighters and police officers.",1
109,"of our 98,000 teachers who are k-12, over 53,000 of those teachers today are over 50 years old.","of our 98,000 teachers who are k-12, over 53,000 of those teachers today are over 50 years old.",0
110,two-thirds of wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.,two-thirds of wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.,1
111,"under president obamas health-care reforms, the premium for an average plan for a family didnt go down by $2,500 per year, its gone up about $2,500 per year.","under president obamas health-care reforms, the premium for an average plan for a family didnt go down by $2,500 per year, its gone up about $2,500 per year.",1
112,"the irs also investigated liberal groups, groups that had progressive in their name. ... the irs was basically looking at everybody.","the irs also investigated liberal groups, groups that had progressive in their name. ... the irs was basically looking at everybody.",1
113,says obama promised unemployment would never go above 8 percent.,says obama promised unemployment would never go above 8 percent.,0
114,the economy is creating jobs at the fastest pace since 1999.,the economy is creating jobs at the fastest pace since 1999.,1
115,president obama decided not to meet with prime minister benjamin netanyahu in new york.,president obama decided not to meet with prime minister benjamin netanyahu in new york.,1
116,"in a majority of states, you can now marry freely, but can still be fired for who you love.","in a majority of states, you can now marry freely, but can still be fired for who you love.",1
117,say oregon reps. peter defazio and earl blumenauer are socialists who are openly serving in the u.s. congress.,say oregon reps. peter defazio and earl blumenauer are socialists who are openly serving in the u.s. congress.,0
118,"rudy giuliani is ""probably the most underqualified man since george bush to seek the presidency.""","rudy giuliani is ""probably the most underqualified man since george bush to seek the presidency.""",0
119,"about half of the presidents have been governors; half of them, senators.","about half of the presidents have been governors; half of them, senators.",0
120,"after britains vote to leave the european union, within 24 hours, americans lost $100 billion from our 401(k)s.","after britains vote to leave the european union, within 24 hours, americans lost $100 billion from our 401(k)s.",1
121,"medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years.","medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years.",1
122,says 88 texas constables have died in the line of duty.,says 88 texas constables have died in the line of duty.,1
123,"gov. rick scott cut the cost of prepaid college tuition by nearly $20,000.","gov. rick scott cut the cost of prepaid college tuition by nearly $20,000.",1
124,"the city of columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.","the city of columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.",1
125,"as florida's cfo, i shut down krakow's scam and refunded more than $1.2 million to josephine and other victims of this con man.","as florida's cfo, i shut down krakow's scam and refunded more than $1.2 million to josephine and other victims of this con man.",1
126,you had more women getting computer sciences degrees in the 80s by a factor of 2-plus than you do now.,you had more women getting computer sciences degrees in the 80s by a factor of 2-plus than you do now.,1
127,the air force wants taxpayers to fund a fantasy football league.,the air force wants taxpayers to fund a fantasy football league.,0
128,barack hussein obama will ... force courts to accept islamic sharia law in domestic disputes.,barack hussein obama will ... force courts to accept islamic sharia law in domestic disputes.,0
129,about 3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.,about 3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.,1
130,some neighborhood schools are closing.,some neighborhood schools are closing.,1
131,he told gay organizers in massachusetts he would be a stronger advocate for special rights than even ted kennedy.,he told gay organizers in massachusetts he would be a stronger advocate for special rights than even ted kennedy.,1
132,"the years that i was speaker, the florida house consistently offered leaner budgets than the governor offered.","the years that i was speaker, the florida house consistently offered leaner budgets than the governor offered.",1
133,"we are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.","we are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.",0
134,says the u.s. supreme court found that social security is not guaranteed.,says the u.s. supreme court found that social security is not guaranteed.,1
135,saysmichael bennet wants to close guantanamo bay prisonand bring terrorists right here to colorado.,saysmichael bennet wants to close guantanamo bay prisonand bring terrorists right here to colorado.,0
136,oregonians have an amazing no-cost way to fight abortion with free political donations,oregonians have an amazing no-cost way to fight abortion with free political donations,1
137,"the president said hes going to bring in 250,000 (syrian and iraqi) refugees into this country.","the president said hes going to bring in 250,000 (syrian and iraqi) refugees into this country.",0
138,"research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.","research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.",0
139,newt gingrichs immigration plan offers a new doorway to amnesty.,newt gingrichs immigration plan offers a new doorway to amnesty.,1
140,mr. caprio is a career politician who has never worked in the private sector.,mr. caprio is a career politician who has never worked in the private sector.,0
141,"in rhode island, 9 percent of workers use the states temporary disability insurance program each year while in new jersey, the rate is only 3 percent.","in rhode island, 9 percent of workers use the states temporary disability insurance program each year while in new jersey, the rate is only 3 percent.",0
142,"in just 17 years, spending for social security, federal health care and interest on the debt will exceed all tax revenue!","in just 17 years, spending for social security, federal health care and interest on the debt will exceed all tax revenue!",1
143,president obama took more money from wall street in the 2008 campaign than anybody ever had.,president obama took more money from wall street in the 2008 campaign than anybody ever had.,1
144,donald trump has said nuclear proliferation is ok.,donald trump has said nuclear proliferation is ok.,1
145,"hillary clinton has taken over $800,000 from lobbyists.","hillary clinton has taken over $800,000 from lobbyists.",1
146,barack obama has never even worked in business.,barack obama has never even worked in business.,0
147,says the arizona immigration law expressly bans racial profiling.,says the arizona immigration law expressly bans racial profiling.,1
148,says gov. rick perry has been begging for the federal government to send the coast guard to patrol two lakes on the u.s.-mexico border.,says gov. rick perry has been begging for the federal government to send the coast guard to patrol two lakes on the u.s.-mexico border.,0
149,"on the va: over 300,000 veterans have died waiting for care.","on the va: over 300,000 veterans have died waiting for care.",0
150,were now spending 42 percent of our economy on government.,were now spending 42 percent of our economy on government.,1
151,rob cornilles supports privatizing medicare.,rob cornilles supports privatizing medicare.,0
152,"in 2005, dan branch tried to expand third-trimester abortions in texas.","in 2005, dan branch tried to expand third-trimester abortions in texas.",0
153,we (democrats) have made steady progress creating jobs and improving our schools.,we (democrats) have made steady progress creating jobs and improving our schools.,1
154,michigan and massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there.,michigan and massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there.,0
155,"whether you like to admit it or not, half our general revenue goes to education.","whether you like to admit it or not, half our general revenue goes to education.",1
156,im the only one whos fought against developers draining the everglades!,im the only one whos fought against developers draining the everglades!,0
157,says ron johnson calls social security a ponzi scheme and wants to privatize the program.,says ron johnson calls social security a ponzi scheme and wants to privatize the program.,1
158,"there are 31 other states and 10,000 other cities that have the same type of policies that we just passed, referring to north carolinas house bill 2.","there are 31 other states and 10,000 other cities that have the same type of policies that we just passed, referring to north carolinas house bill 2.",1
159,climate change is directly related to the growth of terrorism.,climate change is directly related to the growth of terrorism.,0
160,the jobs bill includes president obamas tax on soup kitchens,the jobs bill includes president obamas tax on soup kitchens,0
161,says the obama administration spent taxpayer dollars on electric cars in finland (and) windmills in china.,says the obama administration spent taxpayer dollars on electric cars in finland (and) windmills in china.,0
162,while sarah was mayor of wasilla she tried to fire our highly respected city librarian because the librarian refused to consider removing from the library some books that sarah wanted removed.,while sarah was mayor of wasilla she tried to fire our highly respected city librarian because the librarian refused to consider removing from the library some books that sarah wanted removed.,1
163,"if milwaukee approves reducing its maximum forfeiture for marijuana possession to $50, the city would have 23 different bicycle violations that have a higher forfeiture.","if milwaukee approves reducing its maximum forfeiture for marijuana possession to $50, the city would have 23 different bicycle violations that have a higher forfeiture.",1
164,we have more illegal immigrants here than we did five years ago.,we have more illegal immigrants here than we did five years ago.,0
165,says rick perry wrote a letter supporting hillarycare.,says rick perry wrote a letter supporting hillarycare.,0
166,the u.s. patent and trademark office received zero complaints about the washington redskins name.,the u.s. patent and trademark office received zero complaints about the washington redskins name.,0
167,"the presidents health care proposals will cause most americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.","the presidents health care proposals will cause most americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.",0
168,(mexican immigrants) are more law-abiding than u.s. citizens and that is a statistic.,(mexican immigrants) are more law-abiding than u.s. citizens and that is a statistic.,1
169,says chris christie vetoed a jobs package of 30 bills.,says chris christie vetoed a jobs package of 30 bills.,1
170,there are already more american jobs in the solar industry than in coal mining.,there are already more american jobs in the solar industry than in coal mining.,1
171,says illinois gubernatorial candidate bill bradys first priority after winning the primary was to sponsor a bill that would mass-euthanize sheltered dogs and cats in gas chambers.,says illinois gubernatorial candidate bill bradys first priority after winning the primary was to sponsor a bill that would mass-euthanize sheltered dogs and cats in gas chambers.,1
172,barack obama is in an economy thats only worsened since hes been president of the united states.,barack obama is in an economy thats only worsened since hes been president of the united states.,1
173,"romney failed to take action against ""sanctuary cities"" in massachusetts.","romney failed to take action against ""sanctuary cities"" in massachusetts.",1
174,"says new jersey is down nearly 200,000 jobs from its pre-recession peak and with gov. chris christie new jersey has trailed the rest of america when it comes to unemployment for 12 consecutive months.","says new jersey is down nearly 200,000 jobs from its pre-recession peak and with gov. chris christie new jersey has trailed the rest of america when it comes to unemployment for 12 consecutive months.",1
175,says thomas eric duncan came into the united states with an elevated temperature.,says thomas eric duncan came into the united states with an elevated temperature.,0
176,we have been in afghanistan longer now than we have been in any foreign land conducting a war in our nations history.,we have been in afghanistan longer now than we have been in any foreign land conducting a war in our nations history.,1
177,gas prices have gone up $2 since obama took office.,gas prices have gone up $2 since obama took office.,1
178,webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,1
179,says judges get better benefits at a lower cost than everybody else in the state.,says judges get better benefits at a lower cost than everybody else in the state.,1
180,there are a lot of casinos across the country that have gone bankrupt.,there are a lot of casinos across the country that have gone bankrupt.,1
181,small businesses create 70 percent of the jobs in america.,small businesses create 70 percent of the jobs in america.,1
182,"seniors with coverage under medicare advantage will give up ""more than their share"" because of health care reform","seniors with coverage under medicare advantage will give up ""more than their share"" because of health care reform",1
183,"over 12,000 school kids were arrested in florida. it makes florida the nations leader in that area.","over 12,000 school kids were arrested in florida. it makes florida the nations leader in that area.",1
184,if texas were a country our economy would rank # 10...in the world.,if texas were a country our economy would rank # 10...in the world.,1
185,there are more oil rigs in operation in the united states than the rest of the world combined.,there are more oil rigs in operation in the united states than the rest of the world combined.,0
186,"payday lenders profit from the poor by charging 1,000-plus percent interest.","payday lenders profit from the poor by charging 1,000-plus percent interest.",1
187,"the social security trust fund is sound. without anything being done, it would function well into 2038; and even after that time with no changes, we could pay 80 percent of the benefits that people have earned.","the social security trust fund is sound. without anything being done, it would function well into 2038; and even after that time with no changes, we could pay 80 percent of the benefits that people have earned.",1
188,it is a commitment voters take very seriously: the only incumbent in ohio to break his pledge and vote for ted stricklands income tax hike was defeated soundly on tuesday.,it is a commitment voters take very seriously: the only incumbent in ohio to break his pledge and vote for ted stricklands income tax hike was defeated soundly on tuesday.,1
189,the obama administration shut down the amber alert program because of the government shutdown.,the obama administration shut down the amber alert program because of the government shutdown.,0
190,the republicans have 2 percent of the muslim vote.,the republicans have 2 percent of the muslim vote.,1
191,"[w]e see americas prison population exploding, with america having a greater percentage of its people behind bars than any other nation in the world!","[w]e see americas prison population exploding, with america having a greater percentage of its people behind bars than any other nation in the world!",1
192,"says that in a hearing, rep. gabrielle giffords suggested to gen. david petraeus that the army put more emphasis on less environmentally damaging methods, like stabbing or clubbing enemy forces in order to minimize the carbon output.","says that in a hearing, rep. gabrielle giffords suggested to gen. david petraeus that the army put more emphasis on less environmentally damaging methods, like stabbing or clubbing enemy forces in order to minimize the carbon output.",0
193,"every single one of the 41 republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on january 1, 2015.","every single one of the 41 republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on january 1, 2015.",1
194,"in texas, the no. 1 name for new male babies many of whom will vote one day is jose.","in texas, the no. 1 name for new male babies many of whom will vote one day is jose.",1
195,marco rubio voted against authorizing president obama to strike syria after assad used chemical weapons on his own people.,marco rubio voted against authorizing president obama to strike syria after assad used chemical weapons on his own people.,1
196,"under the cash for clunkers program, all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. and you're going to get $4,500.","under the cash for clunkers program, all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. and you're going to get $4,500.",0
197,not one republican has the guts to recognize that climate change is real.,not one republican has the guts to recognize that climate change is real.,0
